Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Adams, Taylor",12,6,10,22,1,2.0,,,3.0,4.0,2.0,2.0,,,,5.0,18.0,,1.0,1.0,1.0,1.0,82.0
50,"Brogan, Dean",8,7,5,13,,,10.0,4.0,,1.0,1.0,5.0,4.0,3.0,,8.0,10.0,,1.0,4.0,,2.0,89.0
47,"Bruce, Josh",9,7,7,16,,,,5.0,4.0,1.0,,2.0,1.0,,,6.0,10.0,2.0,,7.0,,,92.0
14,"Bugg, Tomas",12,4,5,17,1,,,6.0,1.0,3.0,2.0,1.0,1.0,,,3.0,11.0,,1.0,,,,89.0
18,"Cameron, Jeremy",9,6,1,10,4,1.0,1.0,2.0,,3.0,,3.0,1.0,2.0,,5.0,6.0,2.0,2.0,2.0,1.0,1.0,90.0
3 ↑,"Coniglio, Stephen",5,1,5,10,,,,2.0,,3.0,5.0,1.0,,,,5.0,4.0,,,,,,24.0
1,"Davis, Phil",7,5,3,10,,1.0,,2.0,,2.0,,1.0,,1.0,,4.0,6.0,2.0,,6.0,,,91.0
26,"Giles, Jonathan",8,2,7,15,2,1.0,16.0,2.0,,2.0,1.0,5.0,,3.0,,10.0,5.0,1.0,1.0,2.0,,2.0,91.0
4 ↓,"Greene, Toby",4,2,7,11,,,1.0,1.0,,2.0,2.0,1.0,,1.0,,4.0,8.0,,,,,,59.0
2,"Hampton, Curtly",15,7,9,24,,,,3.0,6.0,3.0,3.0,2.0,,1.0,,3.0,18.0,,,1.0,3.0,1.0,82.0
19,"Haynes, Nick",10,6,5,15,,,,,3.0,1.0,,3.0,,2.0,,4.0,10.0,1.0,,4.0,,,89.0
40,"Kennedy, Adam",8,2,10,18,,,,4.0,,2.0,1.0,1.0,1.0,1.0,,4.0,12.0,,,1.0,2.0,,85.0
39,"Mohr, Tim",12,10,1,13,,,,,4.0,,,2.0,,,,2.0,10.0,1.0,,2.0,,,94.0
9,"Scully, Tom",11,11,18,29,,,,5.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,11.0,20.0,,1.0,1.0,,1.0,89.0
5,"Shiel, Dylan",6,1,4,10,1,,,2.0,1.0,,2.0,2.0,,,,4.0,6.0,,,,,,73.0
10,"Smith, Devon",17,4,8,25,3,2.0,,2.0,1.0,5.0,5.0,4.0,3.0,,,7.0,20.0,,1.0,1.0,3.0,2.0,83.0
20,"Tomlinson, Adam",11,5,7,18,1,,,1.0,1.0,6.0,,4.0,,1.0,,3.0,15.0,,1.0,,2.0,,89.0
17,"Treloar, Adam",14,6,16,30,,1.0,,,5.0,4.0,2.0,4.0,,1.0,,10.0,18.0,1.0,,1.0,8.0,,84.0
8,"Ward, Callan",17,5,14,31,4,,3.0,4.0,2.0,7.0,6.0,5.0,4.0,1.0,3.0,14.0,16.0,1.0,1.0,,1.0,1.0,82.0
42,"Whiley, Mark",3,,1,4,,,,5.0,,1.0,2.0,3.0,1.0,3.0,,3.0,1.0,,,,,,85.0
6,"Whitfield, Lachie",17,10,9,26,2,1.0,,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,4.0,22.0,,1.0,,,2.0,82.0
51,"Williams, Zac",11,5,10,21,,,,3.0,1.0,1.0,,1.0,1.0,,,7.0,13.0,,,1.0,1.0,,75.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,226,112,162,388,19,10.0,31.0,55.0,34.0,56.0,37.0,56.0,19.0,21.0,6.0,126.0,259.0,11.0,11.0,34.0,22.0,13.0,
Opposition,Opposition,179,84,152,331,12,15.0,33.0,42.0,32.0,48.0,37.0,53.0,21.0,19.0,,127.0,206.0,8.0,9.0,28.0,24.0,6.0,
