Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",22y 145d,46 (9-0-37 19.57%),34 (0.74),←,
15,"Anderson, Noah",19y 138d,5 (3-0-2 60.00%),1 (0.20),←,
10,"Ballard, Charlie",20y 347d,36 (7-0-29 19.44%),1 (0.03),←,
3,"Bowes, Jack",22y 160d,47 (11-0-36 23.40%),12 (0.26),←,
35,"Budarick, Connor",19y 89d,5 (3-0-2 60.00%),1 (0.20),←,
25,"Collins, Sam",26y 19d,28 (9-0-19 32.14%),,14 (6-0-8 42.86%),
12,"Day, Sam",27y 302d,125 (35-1-89 28.40%),90 (0.72),←,
4,"Ellis, Brandon",26y 336d,180 (111-1-68 61.94%),58 (0.32),4 (2-0-2 50.00%),
21,"Greenwood, Hugh",28y 120d,56 (33-1-22 59.82%),37 (0.66),5 (3-0-2 60.00%),1 (0.20)
1,"Hanley, Pearce",31y 232d,165 (47-0-118 28.48%),60 (0.36),36 (9-0-27 25.00%),2 (0.06)
5,"Harbrow, Jarrod",31y 352d,249 (87-2-160 35.34%),54 (0.22),179 (47-1-131 26.54%),33 (0.18)
39,"Holman, Nick",25y 36d,48 (11-0-37 22.92%),22 (0.46),39 (10-0-29 25.64%),22 (0.56)
34,"King, Ben",19y 363d,19 (3-0-16 15.79%),27 (1.42),←,
13,"Lukosius, Jack",19y 330d,26 (6-0-20 23.08%),5 (0.19),←,
44,"Macpherson, Darcy",22y 249d,44 (9-0-35 20.45%),24 (0.55),←,
11,"Miller, Touk",24y 133d,105 (23-1-81 22.38%),29 (0.28),←,
27,"Powell, Wil",20y 313d,24 (7-0-17 29.17%),9 (0.38),←,
18,"Rowell, Matt",19y 3d,5 (3-0-2 60.00%),6 (1.20),←,
6,"Sexton, Alex",26y 214d,123 (31-0-92 25.20%),114 (0.93),←,
24,"Swallow, David",27y 228d,143 (36-0-107 25.17%),69 (0.48),←,
14,"Weller, Lachie",24y 132d,91 (23-0-68 25.27%),27 (0.30),44 (9-0-35 20.45%),10 (0.23)
28,"Witts, Jarrod",27y 295d,107 (34-0-73 31.78%),25 (0.23),67 (16-0-51 23.88%),7 (0.10)
Totals,Totals,24y 123d,1677 (541-6-1130 32.26%),705 (0.42),,
C,"Dew, Stuart",40y 321d,49 (10-0-39 20.41%),,←,
