Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
10,"Boak, Travis",19y 255d,18 (11-0-7 61.11%),6 (0.33),←,
20,"Brogan, Dean",29y 120d,105 (70-1-34 67.14%),33 (0.31),←,
7,"Burgoyne, Peter",30y 74d,212 (120-3-89 57.31%),185 (0.87),←,
8,"Burgoyne, Shaun",25y 174d,133 (88-0-45 66.17%),154 (1.16),←,
27,"Carlile, Alipate",20y 348d,14 (7-0-7 50.00%),,←,
25,"Cassisi, Domenic",25y 203d,111 (69-1-41 62.61%),45 (0.41),←,
30,"Chaplin, Troy",22y 49d,45 (24-1-20 54.44%),5 (0.11),←,
35,"Cornes, Chad",28y 152d,189 (116-1-72 61.64%),154 (0.81),←,
18,"Cornes, Kane",25y 98d,144 (89-1-54 62.15%),66 (0.46),←,
33,"Ebert, Brett",24y 146d,83 (43-1-39 52.41%),119 (1.43),←,
5,"Lade, Brendon",31y 277d,199 (112-3-84 57.04%),158 (0.79),←,
4,"Motlop, Daniel",26y 27d,80 (35-1-44 44.38%),109 (1.36),33 (15-0-18 45.45%),56 (1.70)
16,"Pearce, Danyle",22y 5d,54 (27-0-27 50.00%),33 (0.61),←,
36,"Pettigrew, Michael",23y 27d,60 (30-0-30 50.00%),23 (0.38),←,
15,"Rodan, David",24y 187d,94 (36-0-58 38.30%),75 (0.80),29 (17-0-12 58.62%),32 (1.10)
3,"Salopek, Steven",22y 296d,67 (36-0-31 53.73%),35 (0.52),←,
14,"Stewart, Paul",20y 277d,4 (0-0-4 0.00%),,←,
9,"Surjan, Jacob",22y 241d,51 (28-0-23 54.90%),9 (0.18),←,
32,"Thomas, Matt",21y 45d,16 (4-0-12 25.00%),4 (0.25),←,
28,"Thurstans, Toby",27y 242d,87 (53-1-33 61.49%),50 (0.57),←,
1,"Tredrea, Warren",29y 110d,214 (126-2-86 59.35%),463 (2.16),←,
39,"Westhoff, Justin",21y 194d,20 (11-0-9 55.00%),36 (1.80),←,
Totals,Totals,24y 277d,2000 (1135-16-849 56.75%),1762 (0.88),,
C,"Williams, Mark",49y 235d,218 (129-2-87 59.63%),,←,
