Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
5,"Buckley, Nathan",33y 5d,250 (101-2-147 40.80%),246 (0.98),230 (97-2-131 42.61%),225 (0.98)
17,"Burns, Scott",30y 220d,198 (84-1-113 42.68%),119 (0.60),←,
10,"Caracella, Blake",28y 138d,178 (114-2-62 64.61%),215 (1.21),18 (5-0-13 27.78%),31 (1.72)
8,"Clement, James",28y 330d,190 (77-0-113 40.53%),47 (0.25),106 (51-0-55 48.11%),9 (0.08)
34,"Cloke, Jason",23y 86d,65 (35-0-30 53.85%),6 (0.09),←,
32,"Cloke, Travis",18y 148d,13 (4-0-9 30.77%),9 (0.69),←,
1,"Davis, Leon",24y 44d,96 (42-0-54 43.75%),112 (1.17),←,
15,"Egan, Chris",18y 278d,10 (4-0-6 40.00%),5 (0.50),←,
45,"Fanning, David",21y 11d,10 (3-0-7 30.00%),2 (0.20),←,
6,"Holland, Brodie",25y 209d,126 (51-0-75 40.48%),123 (0.98),90 (43-0-47 47.78%),86 (0.96)
18,"Licuria, Paul",27y 208d,156 (66-0-90 42.31%),53 (0.34),146 (64-0-82 43.84%),51 (0.35)
24,"Lockyer, Tarkyn",25y 274d,115 (50-0-65 43.48%),59 (0.51),←,
3,"Lonie, Ryan",22y 149d,95 (47-0-48 49.47%),49 (0.52),←,
43,"Lumumba, Heritier",18y 258d,1 (0-0-1 0.00%),,←,
27,"Maxwell, Nick",22y 58d,26 (11-0-15 42.31%),4 (0.15),←,
11,"OBree, Shane",26y 138d,141 (67-0-74 47.52%),58 (0.41),122 (58-0-64 47.54%),55 (0.45)
35,"Prestigiacomo, Simon",27y 181d,156 (62-0-94 39.74%),3 (0.02),←,
39,"Shaw, Heath",19y 246d,2 (0-0-2 0.00%),,←,
36,"Swan, Dane",21y 156d,26 (11-0-15 42.31%),4 (0.15),←,
20,"Tarrant, Chris",24y 316d,141 (64-0-77 45.39%),263 (1.87),←,
14,"Wakelin, Shane",30y 353d,198 (94-2-102 47.98%),19 (0.10),104 (53-0-51 50.96%),
2,"Woewodin, Shane",29y 19d,196 (91-0-105 46.43%),92 (0.47),58 (27-0-31 46.55%),29 (0.50)
Totals,Totals,24y 340d,2389 (1078-7-1304 45.12%),1488 (0.62),,
C,"Malthouse, Mick",51y 348d,512 (286-4-222 56.25%),,134 (63-0-71 47.01%),
