Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16,"Allan, Edward",5,1,6,11,1,,,,,1.0,,,1.0,,,3.0,8.0,,,,,,78.0
14,"Cameron, Darcy",11,8,9,20,,,32.0,,1.0,,2.0,3.0,2.0,1.0,,10.0,7.0,3.0,,,,,83.0
46 ↓,"Cox, Mason",5,2,3,8,,1.0,15.0,1.0,,2.0,2.0,3.0,1.0,1.0,,4.0,3.0,,1.0,2.0,,,52.0
25,"Crisp, Jack",15,3,8,23,,,,5.0,4.0,7.0,6.0,9.0,1.0,2.0,,11.0,12.0,,,1.0,,,85.0
7,"Daicos, Josh",18,6,7,25,,,,1.0,4.0,5.0,2.0,5.0,1.0,2.0,,9.0,15.0,,,1.0,,,89.0
35,"Daicos, Nick",28,4,15,43,1,,,7.0,6.0,7.0,8.0,3.0,2.0,,1.0,14.0,24.0,,,,3.0,,80.0
43,"Dean, Charlie",1,,10,11,,,,1.0,1.0,,,1.0,,,,5.0,5.0,,,2.0,,,90.0
5,"Elliott, Jamie",7,2,2,9,2,2.0,,5.0,,,1.0,6.0,2.0,2.0,,4.0,5.0,,2.0,2.0,,,83.0
32 ↑,"Hoskin-Elliott, Will",1,1,2,3,1,,,,,,,1.0,,,,1.0,2.0,,1.0,,,,26.0
1,"Lipinski, Patrick",7,1,6,13,,1.0,,4.0,,5.0,1.0,1.0,,,,5.0,10.0,,,1.0,,,82.0
44,"Long, Ned",6,2,13,19,,,,12.0,,7.0,3.0,4.0,,1.0,,9.0,11.0,,,,,1.0,82.0
37,"Markov, Oleg",4,2,8,12,,,,5.0,,2.0,1.0,3.0,,1.0,,4.0,8.0,,,,1.0,1.0,84.0
4,"Maynard, Brayden",12,4,2,14,,,,2.0,2.0,4.0,,1.0,1.0,,,4.0,10.0,,,5.0,1.0,,77.0
31,"McCreery, Beau",6,,9,15,,1.0,,15.0,,4.0,5.0,4.0,4.0,1.0,,10.0,6.0,,,3.0,1.0,1.0,82.0
11,"McStay, Daniel",4,3,4,8,,1.0,2.0,1.0,,3.0,1.0,1.0,1.0,,,6.0,2.0,1.0,,1.0,,1.0,77.0
41,"Mihocek, Brody",9,1,3,12,2,3.0,,3.0,,,2.0,2.0,4.0,2.0,,9.0,3.0,,,1.0,,,79.0
30,"Moore, Darcy",6,4,5,11,,,,,2.0,2.0,,3.0,,2.0,,5.0,4.0,,,11.0,,,92.0
10,"Pendlebury, Scott",4,3,17,21,,,,5.0,,1.0,4.0,3.0,,1.0,,11.0,12.0,,1.0,,,1.0,86.0
12,"Perryman, Harry",14,3,2,16,,,,3.0,2.0,7.0,,4.0,,1.0,,4.0,10.0,1.0,1.0,2.0,,1.0,81.0
3,"Quaynor, Isaac",12,4,6,18,,,,1.0,5.0,1.0,,1.0,2.0,,,5.0,13.0,1.0,,2.0,,,81.0
8,"Schultz, Lachie",3,1,7,10,1,,,7.0,,,2.0,2.0,1.0,1.0,,6.0,5.0,,1.0,2.0,,,73.0
22,"Sidebottom, Steele",9,3,8,17,2,,,4.0,1.0,1.0,2.0,3.0,,1.0,,8.0,9.0,1.0,1.0,5.0,,,85.0
33,"Sullivan, Lachlan",5,1,6,11,1,,,4.0,,4.0,1.0,3.0,1.0,1.0,,4.0,7.0,,,,,1.0,74.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,192,59,158,350,11,12.0,49.0,86.0,28.0,63.0,43.0,66.0,24.0,20.0,1.0,151.0,191.0,7.0,8.0,41.0,6.0,7.0,
Opposition,Opposition,189,83,163,352,12,7.0,39.0,65.0,51.0,40.0,39.0,58.0,20.0,24.0,5.0,131.0,215.0,8.0,9.0,44.0,9.0,9.0,
