Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",15,1,4,19,,,,4.0,1.0,5.0,3.0,4.0,1.0,2.0,,5.0,14.0,,,,,2.0,56.0
11,"Bennell, Harley",12,8,14,26,1,2.0,,1.0,1.0,2.0,5.0,3.0,,1.0,,7.0,19.0,,3.0,2.0,1.0,2.0,93.0
36,"Broughton, Greg",11,7,11,22,,,,3.0,3.0,1.0,,1.0,1.0,1.0,,4.0,18.0,1.0,,2.0,,1.0,91.0
12,"Day, Sam",10,8,3,13,4,1.0,4.0,1.0,,2.0,1.0,1.0,3.0,,2.0,6.0,8.0,2.0,3.0,1.0,,,90.0
23 ↓,"Dixon, Charlie",4,3,1,5,2,1.0,,,,,,1.0,1.0,1.0,,4.0,1.0,2.0,3.0,1.0,,,51.0
33,"Hall, Aaron",9,4,2,11,1,2.0,,3.0,1.0,1.0,1.0,1.0,,1.0,,5.0,7.0,1.0,1.0,,,,88.0
5,"Harbrow, Jarrod",15,3,11,26,,,,,4.0,1.0,4.0,5.0,,1.0,,5.0,18.0,,,,1.0,,91.0
28,"Kolodjashnij, Kade",13,6,6,19,,1.0,,1.0,1.0,2.0,,1.0,,1.0,,4.0,14.0,,,6.0,,,91.0
40,"Lemmens, Sean",4,2,7,11,,,,6.0,1.0,1.0,,2.0,,2.0,,2.0,10.0,,,1.0,,,64.0
37,"Lonergan, Jesse",5,3,8,13,,,,2.0,1.0,1.0,4.0,1.0,,,,5.0,8.0,,,,,,82.0
19,"Lynch, Tom",12,6,9,21,2,3.0,,1.0,,5.0,,2.0,1.0,,,14.0,7.0,2.0,4.0,4.0,,1.0,98.0
4,"Martin, Jack",6,4,4,10,,,,1.0,1.0,1.0,,2.0,,2.0,,2.0,7.0,,,,,1.0,83.0
17,"May, Steven",12,7,6,18,,,,3.0,4.0,,,5.0,1.0,2.0,,8.0,10.0,1.0,,10.0,,,97.0
18,"McKenzie, Trent",13,4,5,18,,,,2.0,4.0,4.0,1.0,2.0,,1.0,,4.0,12.0,,,2.0,2.0,,64.0
1,"OMeara, Jaeger",16,8,9,25,,,,6.0,3.0,4.0,3.0,,2.0,,,10.0,15.0,1.0,,,1.0,,83.0
10,"Prestia, Dion",10,2,9,19,1,,,4.0,1.0,1.0,3.0,2.0,1.0,,,7.0,12.0,,,1.0,,,94.0
35,"Rischitelli, Michael",6,2,15,21,,,,3.0,5.0,1.0,,,,,,9.0,12.0,,,3.0,,,86.0
6 ↑,"Sexton, Alex",5,3,,5,,1.0,,2.0,,3.0,,,,,,1.0,4.0,,,1.0,1.0,1.0,44.0
2,"Smith, Zac",3,,9,12,,,14.0,2.0,,,2.0,3.0,,2.0,,8.0,4.0,,,3.0,,,86.0
25,"Stanley, Danny",12,6,14,26,,,,2.0,3.0,4.0,4.0,5.0,1.0,2.0,,10.0,15.0,,,,,1.0,86.0
24,"Swallow, David",15,7,16,31,,,5.0,3.0,4.0,4.0,8.0,2.0,1.0,,3.0,11.0,20.0,,,3.0,,,83.0
16,"Thompson, Rory",4,5,3,7,,,,2.0,,,,,,,,3.0,5.0,,,7.0,,,98.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,212,99,166,378,11,14.0,23.0,52.0,38.0,43.0,39.0,43.0,13.0,19.0,5.0,134.0,240.0,10.0,14.0,47.0,6.0,9.0,
Opposition,Opposition,194,85,138,332,10,15.0,44.0,49.0,26.0,52.0,30.0,37.0,19.0,13.0,1.0,125.0,204.0,7.0,11.0,45.0,11.0,8.0,
