Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
24,"Allan, Matthew",21y 110d,23 (18-0-5 78.26%),9 (0.39),←,
21,"Bradley, Craig",32y 236d,235 (151-2-82 64.68%),175 (0.74),←,
20,"Brown, Fraser",25y 302d,115 (71-1-43 62.17%),73 (0.63),←,
16,"Camporeale, Scott",20y 309d,34 (30-0-4 88.24%),21 (0.62),←,
39,"Christou, Ang",24y 151d,84 (63-1-20 75.60%),16 (0.19),←,
6,"Clape, Matt",27y 18d,61 (49-0-12 80.33%),50 (0.82),32 (28-0-4 87.50%),36 (1.13)
34,"De Iulio, Ron",24y 61d,48 (34-0-14 70.83%),47 (0.98),←,
17,"Heaver, Brent",25y,65 (48-1-16 74.62%),103 (1.58),53 (39-1-13 74.53%),91 (1.72)
9,"Hickmott, Adrian",24y 77d,60 (40-0-20 66.67%),27 (0.45),10 (8-0-2 80.00%),3 (0.30)
4,"Kernahan, Stephen",32y 288d,222 (143-2-77 64.86%),676 (3.05),←,
43,"Koutoufides, Anthony",23y 149d,72 (51-1-20 71.53%),42 (0.58),←,
44,"Madden, Justin",35y 15d,322 (207-2-113 64.60%),188 (0.58),277 (177-2-98 64.26%),168 (0.61)
22,"Manton, Glenn",23y 14d,44 (32-0-12 72.73%),10 (0.23),23 (21-0-2 91.30%),6 (0.26)
5,"McKay, Andrew",25y 337d,76 (57-1-18 75.66%),14 (0.18),←,
19,"Pearce, Brad",24y 304d,35 (30-0-5 85.71%),76 (2.17),33 (30-0-3 90.91%),75 (2.27)
7,"Ratten, Brett",24y 340d,108 (71-0-37 65.74%),28 (0.26),←,
14,"Sexton, Michael",25y 102d,118 (79-1-38 67.37%),10 (0.08),←,
1,"Silvagni, Stephen",29y 15d,199 (134-1-64 67.59%),123 (0.62),←,
3,"Welsh, Rohan",25y 252d,38 (25-1-12 67.11%),59 (1.55),←,
32,"Whitehead, Adrian",20y 295d,42 (36-0-6 85.71%),4 (0.10),←,
2,"Williams, Greg",32y 259d,229 (140-1-88 61.35%),204 (0.89),88 (64-1-23 73.30%),76 (0.86)
Totals,Totals,26y 51d,2230 (1509-15-706 67.67%),1955 (0.88),,
C,"Parkin, David",53y 277d,410 (250-2-158 61.22%),,247 (163-2-82 66.40%),
