West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
6,"Banfield, Drew",32y 110d,255 (149-3-103 59.02%),74 (0.29),←,
10,"Braun, Michael",28y 85d,173 (94-2-77 54.91%),53 (0.31),←,
17,"Chick, Daniel",30y 127d,221 (122-4-95 56.11%),205 (0.93),72 (48-2-22 68.06%),46 (0.64)
9,"Cousins, Ben",27y 352d,218 (119-3-96 55.28%),188 (0.86),←,
20,"Cox, Dean",24y 320d,115 (65-1-49 56.96%),57 (0.50),←,
32,"Embley, Andrew",24y 355d,121 (67-1-53 55.79%),127 (1.05),←,
7,"Fletcher, Chad",26y 291d,135 (72-3-60 54.44%),65 (0.48),←,
23,"Glass, Darren",25y 34d,108 (59-2-47 55.56%),6 (0.06),←,
22,"Graham, Jaymie",23y 131d,14 (12-0-2 85.71%),11 (0.79),←,
39,"Hunter, Adam",24y 364d,98 (57-2-39 59.18%),39 (0.40),←,
25,"Hurn, Shannon",18y 286d,4 (2-0-2 50.00%),1 (0.25),←,
18,"Jones, Rowan",26y 210d,122 (60-3-59 50.41%),57 (0.47),←,
4,"Kerr, Daniel",23y 32d,117 (62-2-53 53.85%),69 (0.59),←,
21,"Lynch, Quinten",23y 144d,68 (45-0-23 66.18%),75 (1.10),←,
31,"Nicoski, Mark",22y 205d,42 (29-0-13 69.05%),18 (0.43),←,
45,"Priddis, Matt",21y 88d,2 (1-0-1 50.00%),,←,
14,"Seaby, Mark",22y 47d,47 (34-0-13 72.34%),30 (0.64),←,
37,"Selwood, Adam",22y 47d,37 (26-0-11 70.27%),11 (0.30),←,
41,"Staker, Brent",22y 25d,58 (38-1-19 66.38%),36 (0.62),←,
5,"Stenglein, Tyson",25y 336d,140 (83-0-57 59.29%),40 (0.29),34 (27-0-7 79.41%),14 (0.41)
8,"Waters, Beau",20y 79d,20 (16-0-4 80.00%),2 (0.10),←,
44,"Wirrpanda, David",26y 318d,159 (87-3-69 55.66%),67 (0.42),←,
Totals,Totals,24y 264d,2274 (1299-30-945 57.12%),1231 (0.54),,
C,"Worsfold, John",37y 265d,106 (65-2-39 62.26%),,←,
