St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
28,"Ackland, Cain",23y 18d,14 (9-0-5 64.29%),3 (0.21),2 (1-0-1 50.00%),
10,"Baker, Steven",24y 316d,92 (36-1-55 39.67%),20 (0.22),←,
14,"Ball, Luke",20y 313d,43 (27-0-16 62.79%),28 (0.65),←,
26,"Dal Santo, Nick",21y 40d,53 (26-1-26 50.00%),25 (0.47),←,
22,"Fiora, Aaron",23y 349d,80 (34-0-46 42.50%),26 (0.32),2 (1-0-1 50.00%),1 (0.50)
25,"Fisher, Sam",22y 267d,9 (6-0-3 66.67%),,←,
9,"Gehrig, Fraser",29y 31d,193 (97-1-95 50.52%),333 (1.73),78 (34-0-44 43.59%),174 (2.23)
18,"Goddard, Brendon",19y 318d,44 (27-0-17 61.36%),10 (0.23),←,
2,"Hamill, Aaron",27y 226d,171 (81-0-90 47.37%),217 (1.27),79 (32-0-47 40.51%),103 (1.30)
35,"Harvey, Robert",33y 225d,302 (146-3-153 48.84%),174 (0.58),←,
7,"Hayes, Lenny",25y 79d,118 (45-2-71 38.98%),46 (0.39),←,
8,"Hudghton, Max",28y 213d,155 (64-2-89 41.94%),14 (0.09),←,
5,"Jones, Austinn",28y 187d,206 (90-2-114 44.17%),121 (0.59),←,
23,"Koschitzke, Justin",22y 195d,60 (26-0-34 43.33%),38 (0.63),←,
31,"Maguire, Matt",20y 308d,48 (23-0-25 47.92%),9 (0.19),←,
30,"McGough, Mark",20y 285d,39 (19-0-20 48.72%),12 (0.31),2 (1-0-1 50.00%),
44,"Milne, Stephen",25y 26d,75 (28-1-46 38.00%),153 (2.04),←,
1,"Peckett, Justin",32y 180d,216 (90-2-124 42.13%),41 (0.19),←,
19,"Penny, Luke",24y 54d,72 (39-0-33 54.17%),6 (0.08),37 (24-0-13 64.86%),1 (0.03)
40,"Schwarze, Troy",23y 101d,55 (22-1-32 40.91%),9 (0.16),←,
4,"Thompson, Andrew",32y 164d,174 (74-2-98 43.10%),90 (0.52),←,
13,"Voss, Brett",27y 40d,114 (51-2-61 45.61%),34 (0.30),79 (32-1-46 41.14%),23 (0.29)
Totals,Totals,25y 129d,2333 (1060-20-1253 45.44%),1409 (0.60),,
C,"Thomas, Grant",47y 48d,78 (35-1-42 45.51%),,←,
