Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
4,"Bontempelli, Marcus",7,3,10,17,,1.0,,3.0,1.0,3.0,5.0,4.0,,1.0,,6.0,12.0,,1.0,,,,85.0
17,"Boyd, Tom",5,4,5,10,1,1.0,9.0,3.0,,2.0,2.0,1.0,3.0,1.0,,8.0,2.0,2.0,2.0,6.0,,,87.0
12,"Cordy, Zaine",4,4,3,7,,,,,1.0,,1.0,1.0,,,,1.0,5.0,,,4.0,,,47.0
9,"Crozier, Hayden",5,4,5,10,,,,1.0,3.0,2.0,,4.0,1.0,2.0,,6.0,5.0,,1.0,4.0,,,78.0
6,"Dahlhaus, Luke",12,9,12,24,,1.0,,5.0,1.0,2.0,4.0,1.0,,,,6.0,18.0,,1.0,1.0,,,71.0
31,"Dale, Bailey",7,1,6,13,,,,3.0,3.0,3.0,1.0,3.0,4.0,1.0,,5.0,8.0,,,,,,74.0
35,"Daniel, Caleb",9,4,11,20,,,,6.0,1.0,3.0,1.0,3.0,,2.0,,4.0,15.0,,,,,,80.0
29,"Dickson, Tory",6,3,4,10,2,,,1.0,,2.0,,2.0,2.0,1.0,,5.0,6.0,1.0,1.0,3.0,,,78.0
26,"Gowers, Billy",6,5,7,13,1,,,,,2.0,2.0,4.0,,2.0,,8.0,5.0,2.0,2.0,2.0,,1.0,85.0
7,"Hunter, Lachie",15,6,10,25,,1.0,,3.0,4.0,3.0,2.0,5.0,1.0,3.0,,10.0,16.0,,,1.0,,,91.0
39,"Johannisen, Jason",9,5,5,14,,,,2.0,3.0,2.0,1.0,5.0,1.0,1.0,,5.0,8.0,,,1.0,,,85.0
27,"Lipinski, Patrick",6,2,5,11,,,,1.0,,2.0,,,1.0,,,2.0,9.0,,,,,,80.0
11,"Macrae, Jack",15,7,15,30,,,,4.0,4.0,2.0,1.0,3.0,1.0,,,6.0,23.0,,1.0,1.0,,,92.0
16,"McLean, Toby",23,9,10,33,,,,10.0,2.0,5.0,7.0,6.0,2.0,2.0,,13.0,23.0,,,3.0,,,88.0
20,"Richards, Ed",12,4,11,23,,,,4.0,3.0,5.0,2.0,2.0,1.0,,,10.0,12.0,,,1.0,1.0,1.0,82.0
23,"Roughead, Jordan",7,4,4,11,2,,9.0,2.0,,2.0,1.0,2.0,3.0,1.0,,4.0,6.0,1.0,2.0,7.0,,,86.0
13,"Schache, Josh",6,2,3,9,1,,,,,3.0,,1.0,2.0,1.0,,6.0,4.0,,1.0,1.0,,1.0,81.0
37,"Smith, Roarke",6,5,7,13,,,,4.0,1.0,1.0,,1.0,,,,6.0,7.0,1.0,,3.0,,1.0,84.0
1,"Suckling, Matt",18,7,5,23,1,,,1.0,5.0,5.0,,1.0,1.0,,,4.0,17.0,,,4.0,1.0,,72.0
8,"Trengove, Jackson",12,9,9,21,,,4.0,2.0,4.0,1.0,1.0,3.0,,2.0,,6.0,15.0,,,11.0,,,96.0
34,"Williams, Bailey",15,4,7,22,,1.0,,3.0,5.0,2.0,2.0,5.0,2.0,2.0,,8.0,13.0,,,1.0,4.0,,85.0
10,"Wood, Easton",11,10,4,15,,,,,2.0,,,2.0,,,,3.0,13.0,1.0,,5.0,,,93.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,216,111,158,374,8,7.0,22.0,58.0,43.0,52.0,33.0,59.0,25.0,22.0,,132.0,242.0,8.0,12.0,59.0,6.0,4.0,
Opposition,Opposition,242,109,227,469,13,12.0,42.0,58.0,43.0,59.0,39.0,57.0,22.0,24.0,6.0,163.0,301.0,14.0,9.0,46.0,8.0,12.0,
