Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",32y 87d,264 (159-0-105 60.23%),135 (0.51),←,
16,"Brown, Leigh",23y 116d,119 (48-1-70 40.76%),46 (0.39),56 (29-1-26 52.68%),26 (0.46)
2,"Colbert, Leigh",30y 12d,200 (114-2-84 57.50%),64 (0.32),95 (52-1-42 55.26%),14 (0.15)
24,"Firrito, Michael",21y 204d,31 (17-0-14 54.84%),7 (0.23),←,
6,"Grant, Shannon",28y 61d,227 (130-2-95 57.71%),257 (1.13),169 (98-1-70 58.28%),219 (1.30)
31,"Hale, David",21y 28d,27 (12-0-15 44.44%),11 (0.41),←,
39,"Harding, Leigh",24y 54d,60 (32-1-27 54.17%),89 (1.48),←,
4,"Harris, Daniel",23y 40d,59 (31-1-27 53.39%),21 (0.36),←,
29,"Harvey, Brent",27y 36d,184 (108-1-75 58.97%),219 (1.19),←,
21,"Jones, Corey",24y 113d,71 (34-0-37 47.89%),77 (1.08),←,
40,"LeCras, Brent",23y 250d,4 (3-0-1 75.00%),1 (0.25),←,
35,"Makepeace, Troy",26y 105d,117 (61-1-55 52.56%),30 (0.26),←,
19,"Motlop, Daniel",23y 95d,46 (19-1-26 42.39%),53 (1.15),←,
20,"Petrie, Drew",22y 247d,75 (37-1-37 50.00%),63 (0.84),←,
25,"Picioane, Lance",25y 12d,73 (38-0-35 52.05%),26 (0.36),11 (8-0-3 72.73%),
3,"Rawlings, Brady",24y 9d,101 (55-0-46 54.46%),43 (0.43),←,
7,"Simpson, Adam",29y 123d,215 (131-1-83 61.16%),67 (0.31),←,
9,"Sinclair, Jess",26y 297d,133 (51-1-81 38.72%),58 (0.44),83 (38-1-44 46.39%),32 (0.39)
12,"Stevens, Michael",24y 224d,53 (27-0-26 50.94%),18 (0.34),36 (19-0-17 52.78%),15 (0.42)
23,"Thompson, Nathan",27y 125d,132 (63-1-68 48.11%),220 (1.67),13 (8-0-5 61.54%),28 (2.15)
36,"Watt, Shannon",24y 205d,81 (42-1-38 52.47%),4 (0.05),←,
8,"Wells, Daniel",20y 136d,53 (28-1-24 53.77%),31 (0.58),←,
Totals,Totals,25y 51d,2325 (1240-16-1069 53.33%),1540 (0.66),,
C,"Laidley, Dani",38y 84d,57 (29-1-27 51.75%),,←,
