Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Archer, Glenn",10,5,5,15,1,1.0,,2.0,1.0,4.0,,1.0,,1.0,,3.0,12.0,1.0,,4.0,1.0,1.0,88.0
27,"Baird, John",6,3,4,10,,,,,1.0,1.0,,,,,,3.0,7.0,1.0,,1.0,2.0,,64.0
25,"Bourke, David",3,2,5,8,1,,1.0,1.0,,,,3.0,,,,1.0,7.0,,2.0,4.0,,1.0,67.0
16,"Brown, Leigh",3,3,6,9,,,,3.0,,2.0,,5.0,1.0,4.0,,5.0,7.0,1.0,,2.0,,,86.0
2,"Colbert, Leigh",4,2,4,8,,,,3.0,3.0,,,,,,,2.0,6.0,,,2.0,,,100.0
6,"Grant, Shannon",10,2,12,22,,1.0,,1.0,3.0,,1.0,2.0,,,,6.0,17.0,,1.0,2.0,,,86.0
31,"Hale, David",1,1,1,2,,,,,,,1.0,,,,,2.0,,1.0,,1.0,,,18.0
39,"Harding, Leigh",8,4,3,11,1,4.0,,3.0,2.0,2.0,1.0,,3.0,,,7.0,5.0,,4.0,1.0,,,88.0
4,"Harris, Daniel",4,1,9,13,,,,6.0,,2.0,5.0,,1.0,,,11.0,3.0,,,1.0,,,52.0
29,"Harvey, Brent",17,7,9,26,2,1.0,,3.0,3.0,5.0,3.0,2.0,,1.0,,11.0,15.0,1.0,1.0,,2.0,,96.0
21,"Jones, Corey",16,5,2,18,1,1.0,2.0,2.0,2.0,6.0,4.0,4.0,4.0,2.0,,8.0,11.0,1.0,,3.0,3.0,,71.0
34,"King, David",11,3,,11,2,2.0,,2.0,1.0,6.0,,5.0,,,,3.0,7.0,,,2.0,1.0,,83.0
35,"Makepeace, Troy",8,4,3,11,,2.0,,1.0,1.0,,,4.0,,,,3.0,8.0,,1.0,5.0,1.0,,100.0
19,"Motlop, Daniel",5,3,5,10,,1.0,,1.0,,2.0,,3.0,1.0,,,7.0,3.0,,,1.0,,1.0,86.0
20,"Petrie, Drew",5,4,5,10,,,4.0,5.0,,5.0,3.0,3.0,1.0,1.0,,8.0,4.0,2.0,,4.0,,,87.0
17,"Porter, Mark",1,,6,7,,,8.0,6.0,,,1.0,2.0,,2.0,,6.0,1.0,,,5.0,,,58.0
3,"Rawlings, Brady",12,11,12,24,,,,,5.0,1.0,1.0,1.0,,,,6.0,18.0,1.0,,2.0,1.0,,100.0
30,"Robbins, Ben",9,4,14,23,,1.0,,6.0,1.0,4.0,4.0,1.0,,,,14.0,10.0,,1.0,2.0,,,90.0
7,"Simpson, Adam",19,6,9,28,,,2.0,1.0,,1.0,3.0,2.0,,,,9.0,18.0,,,2.0,,1.0,91.0
9,"Sinclair, Jess",19,5,6,25,1,1.0,,3.0,6.0,,1.0,4.0,2.0,1.0,,9.0,16.0,,2.0,1.0,,1.0,100.0
10,"Stevens, Anthony",13,2,7,20,,,,1.0,2.0,2.0,2.0,7.0,1.0,3.0,,9.0,11.0,,,4.0,1.0,,88.0
36,"Watt, Shannon",4,4,4,8,,,,1.0,1.0,,,2.0,,2.0,,3.0,6.0,1.0,,5.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,188,81,131,319,9,16.0,17.0,51.0,32.0,43.0,30.0,51.0,14.0,17.0,,136.0,192.0,10.0,12.0,54.0,12.0,5.0,
Opposition,Opposition,204,93,152,356,19,10.0,44.0,48.0,28.0,56.0,39.0,29.0,17.0,14.0,6.0,130.0,226.0,9.0,14.0,45.0,9.0,12.0,
