Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Bickley, Mark",26,7,6,32,,,,2.0,,,,,,,3.0,,,,,,,,
18,"Bond, Troy",3,1,4,7,,,,,,,,,1.0,1.0,,,,,,,,,
44,"Caven, Peter",18,10,10,28,,,,5.0,,,,,3.0,,,,,,,,,,
9,"Edwards, Tyson",7,3,3,10,,,,4.0,,,,,,,,,,,,,,,
34,"Hart, Ben",13,8,1,14,,,,,,,,,,,,,,,,,,,
11,"James, Brett",5,1,10,15,,,,3.0,,,,,,1.0,,,,,,,,,
3,"Jarman, Darren",7,3,4,11,3,1.0,,3.0,,,,,1.0,1.0,,,,,,,,,
28,"Johnson, Kane",10,10,11,21,,,,,,,,,,1.0,,,,,,,,,
5,"Koster, Kym",10,4,2,12,1,,,2.0,,,,,1.0,,,,,,,,,,
8,"McCartney, Jason",3,1,3,6,2,,1.0,1.0,,,,,,5.0,,,,,,,,,
23,"McLeod, Andrew",9,2,4,13,,2.0,,1.0,,,,,,,,,,,,,,,
6,"Modra, Tony",10,5,,10,8,1.0,,,,,,,2.0,1.0,1.0,,,,,,,,
21,"Ormond-Allen, Trent",1,,2,3,,,,1.0,,,,,,,,,,,,,,,
15,"Pittman, David",7,2,2,9,,,16.0,,,,,,,,,,,,,,,,
52,"Rehn, Shaun",4,3,7,11,,,9.0,1.0,,,,,1.0,,,,,,,,,,
32,"Ricciuto, Mark",24,9,9,33,,1.0,,1.0,,,,,,2.0,2.0,,,,,,,,
7,"Smart, Nigel",11,4,2,13,,,,,,,,,,,,,,,,,,,
16,"Standfield, Barry",7,6,1,8,5,,1.0,2.0,,,,,,1.0,,,,,,,,,
12,"Tregenza, Simon",17,6,5,22,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
30,"Vardy, Peter",2,2,1,3,,,,,,,,,1.0,3.0,,,,,,,,,
29,"Williams, Brent",8,4,4,12,,1.0,,,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,202,91,91,293,19,7.0,28.0,27.0,,,,,12.0,17.0,6.0,,,,,,,,
Opposition,Opposition,210,102,85,295,9,17.0,18.0,26.0,,,,,17.0,12.0,,,,,,,,,
