Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Bain, David",7,2,3,10,,,,1.0,,,,,1.0,,,,,,,,,,
25,"Campbell, Matthew",10,3,6,16,3,2.0,,,,,,,,3.0,,,,,,,,,
12,"Clarke, Troy",8,,4,12,,,,,,,,,1.0,1.0,,,,,,,,,
4,"Gastev, John",13,3,14,27,,,,1.0,,,,,4.0,1.0,,,,,,,,,
34,"Green, Ashley",8,3,3,11,,,,1.0,,,,,2.0,2.0,,,,,,,,,
14,"Hamilton, Shane",22,8,9,31,,,,,,,,,1.0,1.0,,,,,,,,,
32,"Hart, Shaun",10,5,4,14,,,,1.0,,,,,,,,,,,,,,,
11,"Hutton, John",11,7,2,13,2,1.0,,1.0,,,,,,2.0,,,,,,,,,
8,"Jeffrey, Russell",18,6,9,27,,,,5.0,,,,,1.0,1.0,,,,,,,,,
41,"Kennedy, Matthew",14,8,5,19,,,2.0,4.0,,,,,1.0,2.0,,,,,,,,,
17,"Leslie, Martin",9,5,3,12,,,,3.0,,,,,1.0,3.0,,,,,,,,,
7,"McIvor, Scott",10,1,4,14,1,,,2.0,,,,,2.0,1.0,,,,,,,,,
26,"Noonan, Danny",16,5,6,22,1,,,3.0,,,,,2.0,2.0,,,,,,,,,
5,"Owen, Rod",8,4,2,10,2,,,,,,,,1.0,,,,,,,,,,
44,"Palfreyman, Nigel",9,3,3,12,,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,
6,"Retzlaff, Brendon",14,7,7,21,,,,1.0,,,,,,1.0,,,,,,,,,
13,"Shephard, Heath",3,1,2,5,,,,1.0,,,,,,,,,,,,,,,
33,"White, Darryl",8,3,5,13,,,3.0,,,,,,2.0,1.0,,,,,,,,,
28,"Windsor, Ray",1,,1,2,,,,2.0,,,,,,3.0,,,,,,,,,
18,"Worsfold, Peter",11,3,12,23,,,,2.0,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,210,77,104,314,9,6.0,5.0,29.0,,,,,23.0,27.0,,,,,,,,,
Opposition,Opposition,229,91,172,401,25,18.0,24.0,24.0,,,,,27.0,23.0,6.0,,,,,,,,
