Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Ah Chee, Callum",25y 250d,107 (55-0-52 51.40%),42 (0.39),62 (47-0-15 75.81%),18 (0.29)
31,"Andrews, Harris",26y 187d,173 (79-0-94 45.66%),10 (0.06),←,
8,"Ashcroft, Will",19y 41d,13 (9-0-4 69.23%),7 (0.54),←,
33,"Bailey, Zac",23y 266d,107 (69-0-38 64.49%),108 (1.01),←,
7,"Berry, Jarrod",25y 131d,121 (66-0-55 54.55%),55 (0.45),←,
23,"Cameron, Charlie",28y 346d,189 (120-1-68 63.76%),335 (1.77),116 (73-0-43 62.93%),248 (2.14)
18,"Coleman, Keidean",23y 77d,53 (35-0-18 66.04%),12 (0.23),←,
3,"Daniher, Joe",29y 104d,164 (77-1-86 47.26%),308 (1.88),56 (37-0-19 66.07%),117 (2.09)
5,"Dunkley, Josh",26y 158d,129 (74-0-55 57.36%),66 (0.51),13 (9-0-4 69.23%),1 (0.08)
28,"Fletcher, Jaspa",19y 112d,1 (1-0-0 100.00%),1 (1.00),←,
32,"Fort, Darcy",29y 314d,30 (21-0-9 70.00%),16 (0.53),22 (16-0-6 72.73%),10 (0.45)
30,"Hipwood, Eric",25y 276d,140 (72-0-68 51.43%),210 (1.50),←,
35,"Lester, Ryan",30y 294d,167 (71-0-96 42.51%),46 (0.28),←,
1,"Lohmann, Kai",20y 41d,3 (3-0-0 100.00%),,←,
11,"McCarthy, Lincoln",29y 237d,132 (93-0-39 70.45%),142 (1.08),103 (70-0-33 67.96%),117 (1.14)
46,"McInerney, Oscar",28y 341d,114 (71-0-43 62.28%),49 (0.43),←,
26,"McKenna, Conor",27y 80d,92 (44-1-47 48.37%),24 (0.26),13 (9-0-4 69.23%),4 (0.31)
9,"Neale, Lachie",30y 23d,233 (130-0-103 55.79%),113 (0.48),98 (65-0-33 66.33%),46 (0.47)
40,"Payne, Jack",23y 244d,39 (23-0-16 58.97%),2 (0.05),←,
16,"Rayner, Cam",23y 238d,100 (59-0-41 59.00%),95 (0.95),←,
2,"Robertson, Deven",21y 351d,30 (18-0-12 60.00%),8 (0.27),←,
37,"Starcevich, Brandon",23y 327d,84 (57-0-27 67.86%),5 (0.06),←,
44,"Wilmot, Darcy",19y 167d,16 (11-0-5 68.75%),3 (0.19),←,
Totals,Totals,25y 121d,2237 (1258-3-976 56.24%),1657 (0.74),,
C,"Fagan, Chris",61y 358d,149 (82-0-67 55.03%),,←,
