Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
26,"Brown, Gavin",31y 225d,227 (107-5-115 48.24%),159 (0.70),←,
17,"Burns, Scott",24y 136d,75 (28-1-46 38.00%),30 (0.40),←,
9,"Freeborn, Glenn",26y 91d,62 (38-0-24 61.29%),32 (0.52),7 (0-0-7 0.00%),5 (0.71)
7,"Gardiner, Michael",21y 47d,7 (0-0-7 0.00%),1 (0.14),←,
43,"Godden, Luke",20y 229d,27 (7-0-20 25.93%),,←,
38,"Jacotine, Craig",18y 321d,3 (0-0-3 0.00%),1 (0.33),←,
40,"King, Clinton",21y 45d,22 (7-0-15 31.82%),12 (0.55),13 (2-0-11 15.38%),8 (0.62)
30,"Kinnear, Ben",20y 70d,6 (1-0-5 16.67%),,←,
32,"Licuria, Paul",21y 124d,15 (2-0-13 13.33%),6 (0.40),5 (0-0-5 0.00%),4 (0.80)
48,"Michael, Mal",21y 318d,31 (12-0-19 38.71%),3 (0.10),←,
34,"Oborne, Brad",18y 323d,2 (0-0-2 0.00%),4 (2.00),←,
2,"Orchard, Mark",23y 36d,60 (29-1-30 49.17%),10 (0.17),19 (5-1-13 28.95%),5 (0.26)
6,"Patterson, Stephen",28y 124d,84 (32-1-51 38.69%),76 (0.90),←,
35,"Prestigiacomo, Simon",21y 97d,33 (10-0-23 30.30%),2 (0.06),←,
3,"Richardson, Mark",26y 189d,91 (39-1-51 43.41%),65 (0.71),←,
23,"Rocca, Anthony",21y 266d,63 (26-0-37 41.27%),66 (1.05),41 (15-0-26 36.59%),55 (1.34)
12,"Schauble, Andrew",22y 172d,70 (25-0-45 35.71%),10 (0.14),←,
44,"Scotland, Heath",18y 291d,5 (0-0-5 0.00%),,←,
13,"Tape, Jamie",25y 33d,85 (39-1-45 46.47%),5 (0.06),10 (0-0-10 0.00%),1 (0.10)
20,"Tarrant, Chris",18y 232d,14 (4-0-10 28.57%),5 (0.36),←,
22,"Wild, Jason",23y 87d,67 (27-2-38 41.79%),21 (0.31),←,
10,"Williams, Paul",26y 35d,158 (72-2-84 46.20%),191 (1.21),←,
Totals,Totals,22y 292d,1207 (505-14-688 41.84%),699 (0.58),,
C,"Shaw, Tony",38y 289d,73 (26-0-47 35.62%),,←,
