Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
5,"Boyd, Matthew",16,9,19,35,,,3.0,1.0,1.0,,8.0,3.0,1.0,,2.0,20.0,16.0,2.0,,1.0,,,89.0
17,"Cooney, Adam",11,1,12,23,1,,,,1.0,1.0,4.0,4.0,,1.0,,11.0,11.0,,,,,,89.0
4,"Cross, Daniel",11,6,13,24,,,5.0,7.0,2.0,4.0,6.0,1.0,,,,10.0,14.0,1.0,,5.0,,1.0,89.0
13,"Giansiracusa, Daniel",7,4,4,11,2,1.0,,4.0,,2.0,1.0,2.0,1.0,,,6.0,5.0,1.0,2.0,1.0,,1.0,89.0
9,"Gilbee, Lindsay",13,4,8,21,,,,1.0,3.0,5.0,1.0,3.0,1.0,,,9.0,10.0,2.0,,1.0,1.0,2.0,87.0
1,"Grant, Jarrad",7,3,3,10,2,2.0,,4.0,,3.0,1.0,,1.0,,,5.0,5.0,1.0,1.0,1.0,,,80.0
16,"Griffen, Ryan",15,2,2,17,1,1.0,1.0,5.0,2.0,6.0,5.0,5.0,2.0,1.0,,8.0,8.0,1.0,1.0,1.0,,,82.0
8,"Hahn, Mitch",3,3,6,9,,,,3.0,,1.0,1.0,1.0,1.0,,,3.0,5.0,,,4.0,,,78.0
28,"Hall, Barry",4,3,3,7,2,,,1.0,,1.0,,2.0,,,,3.0,4.0,1.0,2.0,,,,91.0
40,"Harbrow, Jarrod",10,6,8,18,,,,1.0,2.0,1.0,,2.0,1.0,1.0,,6.0,13.0,1.0,,3.0,2.0,,86.0
25,"Hargrave, Ryan",9,3,5,14,,,,2.0,2.0,3.0,,,,,,5.0,9.0,1.0,,3.0,,,86.0
7,"Higgins, Shaun",10,3,9,19,1,1.0,,4.0,,4.0,,4.0,1.0,1.0,,5.0,13.0,,1.0,1.0,,,82.0
15,"Hudson, Ben",6,2,10,16,,,15.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,,10.0,4.0,1.0,,3.0,,,68.0
6,"Johnson, Brad",14,7,8,22,1,1.0,,1.0,2.0,4.0,,3.0,,1.0,,4.0,17.0,1.0,1.0,1.0,6.0,1.0,71.0
36,"Lake, Brian",19,18,9,28,,,,2.0,7.0,1.0,,1.0,,,,10.0,18.0,5.0,,9.0,,,100.0
27,"Minson, Will",7,3,4,11,,,7.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,6.0,3.0,2.0,,3.0,,1.0,63.0
38,"Morris, Dale",6,2,6,12,,,1.0,2.0,3.0,,1.0,1.0,1.0,1.0,,8.0,4.0,1.0,,10.0,,,98.0
2,"Murphy, Robert",14,4,5,19,1,1.0,,,2.0,1.0,,3.0,,,,6.0,13.0,1.0,,4.0,5.0,,77.0
42,"Picken, Liam",9,3,8,17,,,1.0,9.0,2.0,3.0,,3.0,4.0,1.0,,10.0,9.0,,,1.0,1.0,,90.0
11,"Reid, Sam",6,2,8,14,,,,5.0,1.0,2.0,,2.0,2.0,,,5.0,9.0,,,1.0,,,60.0
14,"Ward, Callan",8,6,6,14,,1.0,,3.0,,5.0,1.0,3.0,1.0,2.0,,3.0,11.0,,,3.0,,1.0,75.0
29,"Wood, Easton",8,3,7,15,,,,1.0,1.0,3.0,,3.0,1.0,1.0,,3.0,12.0,,,2.0,,1.0,71.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,213,97,163,376,11,10.0,33.0,58.0,35.0,52.0,34.0,52.0,20.0,13.0,2.0,156.0,213.0,22.0,8.0,58.0,15.0,8.0,
Opposition,Opposition,207,107,135,342,12,7.0,27.0,76.0,35.0,48.0,32.0,42.0,13.0,19.0,4.0,115.0,226.0,14.0,11.0,56.0,7.0,4.0,
