Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
3,"Adams, Taylor",31y 260d,229 (114-2-113 50.22%),86 (0.38),23 (15-0-8 65.22%),10 (0.43)
26,"Bice, Riley",24y 254d,12 (5-0-7 41.67%),1 (0.08),←,
22,"Blakey, Nick",25y 100d,141 (77-1-63 54.96%),45 (0.32),←,
16,"Campbell, Braeden",23y 123d,84 (49-1-34 58.93%),26 (0.31),←,
7,"Cunningham, Harry",31y 183d,209 (127-1-81 61.00%),52 (0.25),←,
10,"Francis, Aaron",27y 301d,80 (37-2-41 47.50%),18 (0.22),26 (13-1-12 51.92%),6 (0.23)
4,"Grundy, Brodie",31y 53d,233 (123-2-108 53.22%),75 (0.32),39 (24-0-15 61.54%),5 (0.13)
40,"Hanily, Tom",20y 7d,8 (3-0-5 37.50%),6 (0.75),←,
9,"Hayward, Will",26y 224d,176 (98-1-77 55.97%),217 (1.23),←,
5,"Heeney, Isaac",29y 33d,214 (133-1-80 62.38%),276 (1.29),←,
17,"Jordon, James",24y 169d,104 (72-1-31 69.71%),32 (0.31),39 (24-0-15 61.54%),15 (0.38)
44,"Lloyd, Jake",31y 260d,262 (159-1-102 60.88%),43 (0.16),←,
30,"McCartin, Tom",25y 159d,145 (82-0-63 56.55%),30 (0.21),←,
27,"McInerney, Justin",24y 293d,101 (60-1-40 59.90%),39 (0.39),←,
2,"McLean, Hayden",26y 138d,89 (50-1-38 56.74%),90 (1.01),←,
43,"Melican, Lewis",28y 215d,91 (50-1-40 55.49%),2 (0.02),←,
14,"Mills, Callum",28y 66d,164 (94-1-69 57.62%),29 (0.18),←,
24,"Rampe, Dane",35y 5d,264 (167-2-95 63.64%),9 (0.03),←,
8,"Rowbottom, James",24y 261d,130 (73-1-56 56.54%),38 (0.29),←,
12,"Sheldrick, Angus",21y 212d,19 (9-1-9 50.00%),7 (0.37),←,
1,"Warner, Chad",24y 19d,98 (59-0-39 60.20%),92 (0.94),←,
37,"Warner, Corey",21y 243d,22 (10-0-12 45.45%),10 (0.45),←,
15,"Wicks, Sam",25y 266d,77 (48-0-29 62.34%),44 (0.57),←,
Totals,Totals,26y 247d,2952 (1699-21-1232 57.55%),1267 (0.43),,
C,"Cox, Dean",43y 310d,13 (5-0-8 38.46%),,←,
