St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Acres, Blake",8,6,15,23,,,,1.0,,4.0,2.0,2.0,,,,7.0,16.0,1.0,,1.0,,,82.0
15,"Billings, Jack",11,5,9,20,,3.0,,4.0,,6.0,2.0,,1.0,,,5.0,14.0,,1.0,1.0,1.0,2.0,84.0
22,"Brown, Nathan",5,5,4,9,,,,2.0,1.0,,,1.0,,1.0,,4.0,5.0,2.0,,5.0,,,89.0
27,"Bruce, Josh",7,7,3,10,3,2.0,,,,,,2.0,2.0,1.0,,2.0,8.0,,4.0,1.0,,3.0,92.0
2,"Carlisle, Jake",11,9,5,16,1,,,1.0,,3.0,,2.0,1.0,,,8.0,8.0,4.0,,3.0,,,90.0
14,"Geary, Jarryn",12,7,10,22,,,,,7.0,,1.0,1.0,,1.0,,7.0,15.0,,,3.0,3.0,,83.0
19,"Gilbert, Sam",6,3,6,12,,1.0,2.0,2.0,2.0,,1.0,,,,,1.0,11.0,,1.0,1.0,,,67.0
4,"Gresham, Jade",7,3,2,9,2,,,2.0,,4.0,,3.0,,,,5.0,5.0,1.0,,2.0,,2.0,79.0
18,"Longer, Billy",,2,5,5,,,36.0,2.0,,,,1.0,1.0,,,4.0,2.0,1.0,,2.0,,,80.0
28,"Membrey, Tim",14,8,5,19,3,2.0,,2.0,,,,1.0,2.0,,,9.0,10.0,3.0,4.0,2.0,,,88.0
41,"Minchington, Darren",5,1,9,14,,,,2.0,1.0,1.0,,1.0,1.0,,,4.0,10.0,,,,,,75.0
11,"Montagna, Leigh",17,5,16,33,,,,3.0,,7.0,1.0,2.0,1.0,1.0,,3.0,30.0,,,,1.0,,85.0
16,"Newnes, Jack",18,4,11,29,,2.0,,3.0,4.0,3.0,1.0,1.0,,1.0,,12.0,18.0,,,2.0,,,88.0
12,"Riewoldt, Nick",13,8,7,20,4,,,2.0,,3.0,,2.0,1.0,,1.0,4.0,16.0,,3.0,2.0,,1.0,88.0
17,"Roberton, Dylan",25,8,4,29,2,,,3.0,6.0,2.0,,,1.0,,,9.0,18.0,2.0,,3.0,,,88.0
6,"Ross, Sebastian",16,7,16,32,,,,4.0,1.0,5.0,8.0,1.0,,,2.0,10.0,23.0,,,2.0,1.0,1.0,81.0
35,"Sinclair, Jack",15,5,6,21,,1.0,,2.0,1.0,5.0,1.0,2.0,1.0,,,5.0,15.0,,,1.0,2.0,2.0,72.0
9,"Steele, Jack",10,4,17,27,,,,10.0,4.0,2.0,7.0,1.0,2.0,,,13.0,15.0,,,4.0,,1.0,76.0
3,"Steven, Jack",18,5,18,36,,,,8.0,1.0,5.0,4.0,11.0,2.0,2.0,3.0,13.0,24.0,,,2.0,2.0,1.0,83.0
25,"Stevens, Koby",7,6,21,28,2,,,4.0,,,6.0,4.0,,1.0,,12.0,17.0,,1.0,,,,68.0
29,"Webster, Jimmy",17,8,9,26,,,,2.0,6.0,,,1.0,1.0,,,4.0,22.0,,,2.0,1.0,,76.0
44,"Weller, Maverick",11,7,17,28,2,,,2.0,1.0,6.0,2.0,5.0,,2.0,,5.0,22.0,,1.0,1.0,,,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,253,123,215,468,19,16.0,38.0,61.0,35.0,56.0,36.0,44.0,17.0,10.0,6.0,146.0,324.0,14.0,15.0,40.0,11.0,13.0,
Opposition,Opposition,215,120,170,385,8,7.0,33.0,44.0,32.0,44.0,28.0,50.0,10.0,17.0,,114.0,270.0,11.0,8.0,66.0,2.0,6.0,
