Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Alessio, Steven",5,2,8,13,,,11.0,,,,,,,2.0,,,,,,,,,
16,"Barnard, Paul",9,4,4,13,,1.0,,,,,,,1.0,4.0,,,,,,,,,
20,"Berbakov, Peter",7,4,5,12,4,1.0,,,,,,,,,,,,,,,,,
32,"Blumfield, Justin",7,2,6,13,,,,1.0,,,,,1.0,,,,,,,,,,
14,"Calthorpe, David",10,5,9,19,1,,,3.0,,,,,,2.0,,,,,,,,,
9,"Cockatoo-Collins, Che",10,4,3,13,1,2.0,,,,,,,,1.0,,,,,,,,,
7,"Daniher, Chris",5,2,5,10,,1.0,,,,,,,,1.0,,,,,,,,,
38,"Denham, Sean",8,3,9,17,,,,2.0,,,,,1.0,2.0,,,,,,,,,
31,"Fletcher, Dustin",19,10,5,24,,,1.0,,,,,,1.0,1.0,3.0,,,,,,,,
5,"Hird, James",19,10,6,25,4,,2.0,3.0,,,,,,1.0,2.0,,,,,,,,
13,"Long, Michael",7,,9,16,1,1.0,,,,,,,1.0,,,,,,,,,,
25,"Lucas, Scott",8,5,3,11,1,,1.0,1.0,,,,,,,,,,,,,,,
2,"Mercuri, Mark",13,4,9,22,1,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,
24,"Misiti, Joe",10,3,7,17,,,,1.0,,,,,1.0,1.0,,,,,,,,,
3,"OConnor, Ryan",5,2,4,9,2,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,
10,"ODonnell, Gary",13,2,4,17,1,,,2.0,,,,,,,,,,,,,,,
47,"Olarenshaw, Ricky",11,2,4,15,,,,2.0,,,,,2.0,,,,,,,,,,
15,"Prior, Michael",16,5,3,19,,,,1.0,,,,,1.0,,,,,,,,,,
12,"Symons, Michael",9,3,6,15,,,,2.0,,,,,2.0,1.0,,,,,,,,,
21,"Wallis, Dean",5,2,,5,,,1.0,,,,,,1.0,1.0,,,,,,,,,
6,"Wellman, Sean",10,5,4,14,,,,1.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,79,113,319,16,10.0,18.0,22.0,,,,,12.0,19.0,5.0,,,,,,,,
Opposition,Opposition,194,82,111,305,15,9.0,22.0,33.0,,,,,19.0,12.0,1.0,,,,,,,,
