Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",28y 26d,190 (110-0-80 57.89%),169 (0.89),67 (26-0-41 38.81%),49 (0.73)
36,"Browne, Andrew",19y 318d,5 (3-0-2 60.00%),2 (0.40),←,
9,"Carr, Matthew",25y 89d,93 (32-1-60 34.95%),42 (0.45),65 (25-0-40 38.46%),40 (0.62)
5,"Dunn, Ryley",18y 172d,1 (1-0-0 100.00%),,←,
33,"Farmer, Jeff",26y 277d,159 (73-0-86 45.91%),318 (2.00),41 (21-0-20 51.22%),59 (1.44)
27,"Gilmore, Daniel",21y 25d,1 (1-0-0 100.00%),,←,
42,"Haddrill, Robert",23y 59d,32 (17-0-15 53.13%),,←,
4,"Hasleby, Paul",22y 289d,87 (33-0-54 37.93%),65 (0.75),←,
43,"Hayden, Roger",23y 109d,27 (16-0-11 59.26%),1 (0.04),←,
11,"Headland, Des",23y 66d,75 (54-0-21 72.00%),70 (0.93),23 (14-0-9 60.87%),18 (0.78)
20,"Longmuir, Justin",23y 66d,80 (30-0-50 37.50%),106 (1.33),←,
8,"McManus, Shaun",28y 47d,147 (52-0-95 35.37%),69 (0.47),←,
18,"McPharlin, Luke",22y 117d,36 (20-0-16 55.56%),10 (0.28),24 (12-0-12 50.00%),7 (0.29)
34,"Medhurst, Paul",22y 107d,44 (23-0-21 52.27%),90 (2.05),←,
23,"Parker, Shane",31y 38d,163 (56-0-107 34.36%),9 (0.06),←,
29,"Pavlich, Matthew",22y 87d,85 (32-0-53 37.65%),90 (1.06),←,
31,"Sandilands, Aaron",21y 112d,20 (14-0-6 70.00%),5 (0.25),←,
3,"Schammer, Byron",18y 280d,18 (12-0-6 66.67%),4 (0.22),←,
2,"Simmonds, Troy",25y 258d,83 (42-0-41 50.60%),31 (0.37),43 (22-0-21 51.16%),24 (0.56)
19,"Walker, James",25y 72d,99 (36-0-63 36.36%),10 (0.10),←,
26,"Waterhouse, Clive",29y 278d,100 (36-0-64 36.00%),171 (1.71),←,
6,"Woods, Dion",22y 62d,40 (19-0-21 47.50%),4 (0.10),←,
Totals,Totals,23y 300d,1585 (712-1-872 44.92%),1266 (0.80),,
C,"Connolly, Chris",41y 2d,47 (25-0-22 53.19%),,46 (24-0-22 52.17%),
