Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
12,"Astbury, David",27y 152d,102 (51-2-49 50.98%),8 (0.08),←,
48,"Baker, Liam",20y 182d,1 (1-0-0 100.00%),,←,
35,"Broad, Nathan",25y 104d,25 (21-0-4 84.00%),,←,
22,"Caddy, Josh",25y 303d,133 (80-1-52 60.53%),132 (0.99),38 (28-0-10 73.68%),56 (1.47)
11,"Castagna, Jason",22y 16d,46 (31-0-15 67.39%),49 (1.07),←,
9,"Cotchin, Trent",28y 112d,215 (114-2-99 53.49%),122 (0.57),←,
10,"Edwards, Shane",29y 276d,225 (108-5-112 49.11%),152 (0.68),←,
5,"Ellis, Brandon",24y 359d,149 (87-1-61 58.72%),47 (0.32),←,
6,"Grigg, Shaun",30y 100d,208 (110-2-96 53.37%),96 (0.46),165 (92-2-71 56.36%),86 (0.52)
2,"Grimes, Dylan",27y 12d,121 (74-0-47 61.16%),3 (0.02),←,
28,"Higgins, Jack",19y 131d,14 (12-0-2 85.71%),11 (0.79),←,
23,"Lambert, Kane",26y 244d,70 (45-0-25 64.29%),43 (0.61),←,
4,"Martin, Dustin",27y 32d,195 (104-2-89 53.85%),211 (1.08),←,
33,"McIntosh, Kamdyn",24y 116d,68 (45-0-23 66.18%),14 (0.21),←,
25,"Nankervis, Toby",23y 350d,54 (39-0-15 72.22%),19 (0.35),42 (32-0-10 76.19%),16 (0.38)
3,"Prestia, Dion",25y 289d,126 (51-0-75 40.48%),43 (0.34),31 (25-0-6 80.65%),13 (0.42)
18,"Rance, Alex",28y 292d,193 (100-2-91 52.33%),9 (0.05),←,
8,"Riewoldt, Jack",29y 270d,243 (119-4-120 49.79%),581 (2.39),←,
17,"Rioli, Daniel",21y 103d,49 (29-0-20 59.18%),47 (0.96),←,
15,"Short, Jayden",22y 185d,50 (30-0-20 60.00%),17 (0.34),←,
21,"Townsend, Jacob",25y 38d,46 (18-0-28 39.13%),31 (0.67),18 (14-0-4 77.78%),27 (1.50)
1,"Vlastuin, Nick",24y 100d,111 (68-0-43 61.26%),24 (0.22),←,
Totals,Totals,25y 171d,2444 (1337-21-1086 54.71%),1659 (0.68),,
C,"Hardwick, Damien",45y 344d,200 (106-2-92 53.50%),,←,
