Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",32y 37d,258 (157-0-101 60.85%),134 (0.52),←,
27,"Baird, John",24y 323d,43 (20-1-22 47.67%),6 (0.14),←,
16,"Brown, Leigh",23y 66d,112 (45-1-66 40.63%),45 (0.40),49 (26-1-22 54.08%),25 (0.51)
24,"Firrito, Michael",21y 154d,24 (14-0-10 58.33%),6 (0.25),←,
6,"Grant, Shannon",28y 11d,220 (127-2-91 58.18%),245 (1.11),162 (95-1-66 58.95%),207 (1.28)
31,"Hale, David",20y 343d,20 (9-0-11 45.00%),9 (0.45),←,
4,"Harris, Daniel",22y 355d,53 (28-1-24 53.77%),18 (0.34),←,
29,"Harvey, Brent",26y 351d,177 (105-1-71 59.60%),211 (1.19),←,
21,"Jones, Corey",24y 63d,64 (31-0-33 48.44%),68 (1.06),←,
35,"Makepeace, Troy",26y 55d,110 (58-1-51 53.18%),28 (0.25),←,
33,"McIntosh, Hamish",20y 238d,1 (0-0-1 0.00%),,←,
25,"Picioane, Lance",24y 327d,68 (35-0-33 51.47%),26 (0.38),6 (5-0-1 83.33%),
30,"Pratt, Daniel",22y 40d,9 (6-0-3 66.67%),1 (0.11),6 (5-0-1 83.33%),
3,"Rawlings, Brady",23y 324d,94 (52-0-42 55.32%),40 (0.43),←,
26,"Rocca, Saverio",31y 161d,234 (110-3-121 47.65%),700 (2.99),78 (40-1-37 51.92%),186 (2.38)
32,"Sansbury, Eddie",21y 155d,15 (8-0-7 53.33%),5 (0.33),←,
7,"Simpson, Adam",29y 73d,208 (128-1-79 61.78%),66 (0.32),←,
9,"Sinclair, Jess",26y 247d,126 (48-1-77 38.49%),57 (0.45),76 (35-1-40 46.71%),31 (0.41)
12,"Stevens, Michael",24y 174d,47 (25-0-22 53.19%),17 (0.36),30 (17-0-13 56.67%),14 (0.47)
23,"Thompson, Nathan",27y 75d,125 (60-1-64 48.40%),200 (1.60),6 (5-0-1 83.33%),8 (1.33)
36,"Watt, Shannon",24y 155d,75 (39-1-35 52.67%),4 (0.05),←,
8,"Wells, Daniel",20y 86d,46 (25-1-20 55.43%),28 (0.61),←,
Totals,Totals,24y 323d,2129 (1130-15-984 53.08%),1914 (0.90),,
C,"Laidley, Dani",38y 34d,50 (26-1-23 53.00%),,←,
