Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game],Brisbane Bears Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ashcroft, Marcus",14,2,7,21,,1.0,,1.0,,,,,2.0,,,,,,,,,,
25,"Bews, Andrew",9,3,5,14,,,,,,,,,2.0,1.0,,,,,,,,,
30,"Bourke, Damian",2,1,1,3,,,1.0,,,,,,,1.0,,,,,,,,,
1,"Champion, Richard",6,2,2,8,,,,,,,,,1.0,1.0,,,,,,,,,
5,"Chapman, Nathan",5,2,4,9,2,,,,,,,,,,,,,,,,,,
16,"Clarke, Matthew",8,3,3,11,,1.0,12.0,,,,,,1.0,3.0,,,,,,,,,
12,"Clarke, Troy",5,1,2,7,,2.0,,,,,,,,2.0,,,,,,,,,
20,"Craven, Danny",7,1,4,11,1,,,5.0,,,,,5.0,3.0,2.0,,,,,,,,
6,"Fletcher, Adrian",8,2,11,19,,,,,,,,,1.0,1.0,,,,,,,,,
29,"Francis, Fabian",10,3,3,13,1,2.0,,2.0,,,,,,1.0,,,,,,,,,
32,"Hart, Shaun",10,,6,16,1,,,2.0,,,,,1.0,,,,,,,,,,
41,"Kennedy, Matthew",11,2,4,15,,2.0,3.0,,,,,,,2.0,,,,,,,,,
18,"Lambert, Craig",14,1,12,26,,,1.0,1.0,,,,,4.0,1.0,,,,,,,,,
44,"Lappin, Nigel",6,,10,16,,,,1.0,,,,,1.0,,,,,,,,,,
15,"Lehmann, Troy",14,5,1,15,2,,,1.0,,,,,1.0,3.0,,,,,,,,,
23,"Leppitsch, Justin",7,,3,10,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
2,"McAdam, Gilbert",3,,1,4,,1.0,,1.0,,,,,1.0,2.0,,,,,,,,,
7,"McIvor, Scott",7,3,10,17,,,,2.0,,,,,2.0,1.0,,,,,,,,,
24,"Merrett, Roger",9,9,1,10,4,2.0,,,,,,,1.0,2.0,,,,,,,,,
22,"Scott, Chris",10,2,8,18,,,,,,,,,1.0,2.0,,,,,,,,,
3,"Voss, Michael",7,3,6,13,1,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,172,45,104,276,13,13.0,17.0,17.0,,,,,25.0,27.0,2.0,,,,,,,,
Opposition,Opposition,211,101,88,299,15,12.0,16.0,30.0,,,,,27.0,25.0,4.0,,,,,,,,
