Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
39,"Abbott, Paul",11,6,6,17,,,13.0,1.0,,,,,,1.0,,,,,,,,,
32,"Baldwin, Jason",16,3,13,29,,,,2.0,,,,,2.0,1.0,,,,,,,,,
18,"Blakey, John",14,4,11,25,,,,1.0,,,,,,,,,,,,,,,
17,"Broderick, Paul",17,11,16,33,3,,,2.0,,,,,,,2.0,,,,,,,,
22,"Caven, Peter",13,4,1,14,2,1.0,1.0,3.0,,,,,2.0,,,,,,,,,,
2,"Dundas, Matthew",7,1,6,13,1,,,3.0,,,,,,,,,,,,,,,
28,"Elliott, Jamie",11,2,4,15,,,,1.0,,,,,,,,,,,,,,,
23,"Exell, Gavin",1,1,,1,1,,,,,,,,,,,,,,,,,,
7,"Gale, Michael",15,4,13,28,,2.0,,3.0,,,,,1.0,,,,,,,,,,
6,"Guard, Jeremy",13,6,6,19,1,1.0,,,,,,,1.0,1.0,,,,,,,,,
11,"Lynch, Alastair",6,3,2,8,2,1.0,,,,,,,,1.0,,,,,,,,,
29,"Lyon, Ross",9,5,13,22,,1.0,,2.0,,,,,,,,,,,,,,,
5,"McCormack, Brendan",25,7,19,44,1,,,1.0,,,,,3.0,,3.0,,,,,,,,
21,"Morrish, Paul",9,1,4,13,,,,,,,,,1.0,2.0,,,,,,,,,
44,"Osborne, Richard",18,7,,18,5,3.0,,,,,,,1.0,4.0,,,,,,,,,
4,"Paxman, Stephen",4,3,3,7,,,,,,,,,1.0,1.0,,,,,,,,,
1,"Roos, Paul",18,6,10,28,2,,2.0,,,,,,,1.0,,,,,,,,,
3,"Seecamp, Marcus",6,3,9,15,,,,,,,,,1.0,,,,,,,,,,
12,"Wheildon, Darren",7,4,7,14,,,2.0,3.0,,,,,1.0,4.0,,,,,,,,,
8,"Wynd, Jim",17,6,8,25,1,1.0,1.0,3.0,,,,,3.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,237,87,151,388,19,16.0,19.0,25.0,,,,,17.0,18.0,5.0,,,,,,,,
Opposition,Opposition,177,65,133,310,14,13.0,21.0,26.0,,,,,18.0,17.0,1.0,,,,,,,,
