Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
12,"Astbury, David",27y 62d,91 (43-2-46 48.35%),8 (0.09),←,
35,"Broad, Nathan",25y 14d,14 (12-0-2 85.71%),,←,
7,"Butler, Dan",21y 330d,29 (22-0-7 75.86%),37 (1.28),←,
22,"Caddy, Josh",25y 213d,121 (71-1-49 59.09%),108 (0.89),26 (19-0-7 73.08%),32 (1.23)
11,"Castagna, Jason",21y 291d,36 (24-0-12 66.67%),40 (1.11),←,
30,"Conca, Reece",25y 260d,92 (49-1-42 53.80%),21 (0.23),←,
9,"Cotchin, Trent",28y 22d,204 (106-2-96 52.45%),119 (0.58),←,
10,"Edwards, Shane",29y 186d,213 (99-5-109 47.65%),142 (0.67),←,
34,"Graham, Jack",20y 63d,10 (9-0-1 90.00%),5 (0.50),←,
6,"Grigg, Shaun",30y 10d,198 (103-2-93 52.53%),94 (0.47),155 (85-2-68 55.48%),84 (0.54)
2,"Grimes, Dylan",26y 287d,110 (66-0-44 60.00%),3 (0.03),←,
28,"Higgins, Jack",19y 41d,3 (3-0-0 100.00%),7 (2.33),←,
14,"Houli, Bachar",29y 352d,175 (90-3-82 52.29%),38 (0.22),149 (80-2-67 54.36%),29 (0.19)
23,"Lambert, Kane",26y 154d,58 (36-0-22 62.07%),33 (0.57),←,
4,"Martin, Dustin",26y 307d,184 (95-2-87 52.17%),200 (1.09),←,
33,"McIntosh, Kamdyn",24y 26d,59 (38-0-21 64.41%),13 (0.22),←,
25,"Nankervis, Toby",23y 260d,42 (30-0-12 71.43%),15 (0.36),30 (23-0-7 76.67%),12 (0.40)
3,"Prestia, Dion",25y 199d,120 (46-0-74 38.33%),38 (0.32),25 (20-0-5 80.00%),8 (0.32)
18,"Rance, Alex",28y 202d,181 (91-2-88 50.83%),9 (0.05),←,
8,"Riewoldt, Jack",29y 180d,231 (110-4-117 48.48%),551 (2.39),←,
15,"Short, Jayden",22y 95d,38 (21-0-17 55.26%),9 (0.24),←,
1,"Vlastuin, Nick",24y 10d,100 (60-0-40 60.00%),20 (0.20),←,
Totals,Totals,25y 195d,2309 (1224-24-1061 53.01%),1510 (0.65),,
C,"Hardwick, Damien",45y 254d,188 (97-2-89 52.13%),,←,
