Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",28y 268d,182 (74-2-106 41.21%),40 (0.22),←,
4,"Aish, James",18y 275d,18 (6-0-12 33.33%),5 (0.28),←,
8,"Bewick, Rohan",24y 304d,60 (25-0-35 41.67%),45 (0.75),←,
42,"Clarke, Justin",20y 265d,33 (13-0-20 39.39%),1 (0.03),←,
33,"Close, Michael",20y 11d,12 (3-0-9 25.00%),10 (0.83),←,
5,"Crisp, Jack",20y 312d,15 (6-0-9 40.00%),8 (0.53),←,
34,"Freeman, Jonathan",20y 105d,1 (0-0-1 0.00%),,←,
27,"Gardiner, Darcy",18y 322d,14 (5-0-9 35.71%),1 (0.07),←,
6,"Green, Josh",21y 351d,51 (23-0-28 45.10%),66 (1.29),←,
11,"Hanley, Pearce",25y 268d,93 (32-0-61 34.41%),34 (0.37),←,
2,"Harwood, Ryan",23y 3d,54 (22-0-32 40.74%),6 (0.11),←,
36,"Maguire, Matt",30y 72d,166 (81-1-84 49.10%),21 (0.13),67 (27-0-40 40.30%),2 (0.03)
12,"Martin, Stefan",27y 266d,71 (19-1-51 27.46%),27 (0.38),14 (5-0-9 35.71%),4 (0.29)
32,"Mayes, Sam",20y 82d,36 (16-0-20 44.44%),23 (0.64),←,
25,"McStay, Daniel",19y 47d,6 (3-0-3 50.00%),5 (0.83),←,
21,"Merrett, Daniel",29y 241d,168 (73-3-92 44.35%),65 (0.39),←,
22,"Paparone, Marco",19y 341d,22 (6-0-16 27.27%),12 (0.55),←,
24,"Patfull, Joel",29y 246d,179 (72-3-104 41.06%),24 (0.13),←,
18,"Robertson, Nick",19y 68d,8 (1-0-7 12.50%),,←,
38,"Rockliff, Tom",24y 169d,99 (34-0-65 34.34%),51 (0.52),←,
28,"Taylor, Lewis",19y 174d,19 (6-0-13 31.58%),11 (0.58),←,
15,"Zorko, Dayne",25y 182d,57 (24-0-33 42.11%),58 (1.02),←,
Totals,Totals,23y 49d,1364 (544-10-810 39.88%),513 (0.38),,
C,"Leppitsch, Justin",38y 313d,19 (6-0-13 31.58%),,←,
