Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
17,"Brown, Nathan",19y 61d,3 (2-0-1 66.67%),2 (0.67),←,
18,"Cameron, Leon",24y 222d,119 (61-2-56 52.10%),52 (0.44),←,
12,"Cook, James",23y 95d,31 (18-0-13 58.06%),40 (1.29),6 (2-0-4 33.33%),5 (0.83)
16,"Croft, Matthew",24y 45d,44 (23-2-19 54.55%),18 (0.41),←,
14,"Darcy, Luke",21y 274d,27 (8-1-18 31.48%),21 (0.78),←,
21,"Dent, Matthew",25y 85d,50 (6-0-44 12.00%),10 (0.20),3 (2-0-1 66.67%),1 (0.33)
28,"Dimattina, Paul",22y 141d,13 (5-0-8 38.46%),3 (0.23),←,
32,"Ellis, Craig",21y 312d,25 (10-0-15 40.00%),,←,
3,"Grant, Chris",24y 120d,147 (72-3-72 50.00%),278 (1.89),←,
9,"Hudson, Paul",26y 266d,137 (82-0-55 59.85%),267 (1.95),3 (2-0-1 66.67%),3 (1.00)
6,"Johnson, Brad",20y 268d,55 (21-2-32 40.00%),32 (0.58),←,
2,"Kolyniuk, Steven",26y 281d,123 (60-1-62 49.19%),127 (1.03),←,
39,"Liberatore, Tony",31y 60d,176 (90-3-83 51.99%),83 (0.47),←,
1,"Minton-Connell, Simon",27y 351d,90 (22-0-68 24.44%),261 (2.90),3 (2-0-1 66.67%),9 (3.00)
10,"Montgomery, Brett",23y 315d,2 (2-0-0 100.00%),2 (1.00),←,
36,"Romero, Jose",25y 254d,129 (64-1-64 50.00%),119 (0.92),40 (15-1-24 38.75%),21 (0.52)
41,"Round, David",18y 291d,1 (1-0-0 100.00%),,←,
5,"Smith, Rohan",23y 316d,78 (37-2-39 48.72%),43 (0.55),←,
7,"West, Scott",22y 149d,81 (37-1-43 46.30%),36 (0.44),←,
24,"Wira, Brad",25y 27d,25 (7-1-17 30.00%),2 (0.08),24 (7-1-16 31.25%),2 (0.08)
15,"Wynd, Scott",27y 77d,150 (71-3-76 48.33%),24 (0.16),←,
Totals,Totals,24y 52d,1506 (699-22-785 46.41%),1420 (0.94),,
C,"Wallace, Terry",38y 120d,13 (5-0-8 38.46%),,←,
