Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",21y 98d,36 (6-0-30 16.67%),25 (0.69),←,
10,"Ballard, Charlie",19y 300d,20 (4-0-16 20.00%),1 (0.05),←,
3,"Bowes, Jack",21y 113d,36 (8-0-28 22.22%),10 (0.28),←,
25,"Collins, Sam",24y 338d,23 (6-0-17 26.09%),,9 (3-0-6 33.33%),
19,"Corbett, Josh",23y 26d,4 (0-0-4 0.00%),3 (0.75),←,
8,"Fiorini, Brayden",21y 270d,34 (9-0-25 26.47%),13 (0.38),←,
5,"Harbrow, Jarrod",30y 305d,233 (84-2-147 36.48%),54 (0.23),163 (44-1-118 27.30%),33 (0.20)
39,"Holman, Nick",23y 355d,39 (8-0-31 20.51%),19 (0.49),30 (7-0-23 23.33%),19 (0.63)
20,"Hombsch, Jack",26y 73d,107 (53-0-54 49.53%),1 (0.01),9 (3-0-6 33.33%),
38,"Joyce, Jesse",21y 275d,54 (15-0-39 27.78%),1 (0.02),←,
34,"King, Ben",18y 316d,1 (0-0-1 0.00%),,←,
41,"Lukosius, Jack",18y 283d,8 (3-0-5 37.50%),2 (0.25),←,
44,"Macpherson, Darcy",21y 202d,26 (6-0-20 23.08%),13 (0.50),←,
4,"Martin, Jack",24y 110d,90 (25-1-64 28.33%),76 (0.84),←,
2,"Miles, Anthony",27y 80d,78 (39-0-39 50.00%),28 (0.36),7 (3-0-4 42.86%),3 (0.43)
31,"Murdoch, Jordan",27y 57d,117 (75-2-40 64.96%),73 (0.62),9 (3-0-6 33.33%),
27,"Powell, Wil",19y 266d,14 (4-0-10 28.57%),6 (0.43),←,
6,"Sexton, Alex",25y 167d,106 (28-0-78 26.42%),89 (0.84),←,
24,"Swallow, David",26y 181d,126 (34-0-92 26.98%),61 (0.48),←,
14,"Weller, Lachie",23y 85d,74 (20-0-54 27.03%),21 (0.28),27 (6-0-21 22.22%),4 (0.15)
28,"Witts, Jarrod",26y 248d,89 (31-0-58 34.83%),23 (0.26),49 (13-0-36 26.53%),5 (0.10)
30,"Wright, Peter",22y 253d,58 (13-0-45 22.41%),76 (1.31),←,
Totals,Totals,23y 183d,1373 (471-5-897 34.30%),595 (0.43),,
C,"Dew, Stuart",39y 274d,31 (7-0-24 22.58%),,←,
