Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",25y 157d,104 (44-2-58 43.27%),30 (0.29),←,
18,"Banfield, Todd",20y 297d,26 (7-0-19 26.92%),31 (1.19),←,
43,"Bewick, Rohan",21y 193d,4 (0-0-4 0.00%),1 (0.25),←,
20,"Black, Simon",32y 18d,278 (158-4-116 57.55%),159 (0.57),←,
1,"Clark, Mitch",23y 184d,69 (28-2-39 42.03%),41 (0.59),←,
22,"Collier, Tom",22y 27d,21 (7-0-14 33.33%),2 (0.10),←,
44,"Cornelius, Aaron",20y 327d,8 (1-0-7 12.50%),9 (1.13),←,
11,"Hanley, Pearce",22y 157d,16 (3-0-13 18.75%),3 (0.19),←,
23,"Leuenberger, Matthew",22y 318d,48 (18-1-29 38.54%),6 (0.13),←,
46,"McCauley, Broc",24y 122d,2 (0-0-2 0.00%),,←,
9,"McGrath, Ashley",27y 336d,159 (82-2-75 52.20%),109 (0.69),←,
21,"Merrett, Daniel",26y 130d,107 (45-3-59 43.46%),17 (0.16),←,
34,"OBrien, Jesse",20y 67d,5 (0-0-5 0.00%),1 (0.20),←,
24,"Patfull, Joel",26y 135d,103 (43-3-57 43.20%),21 (0.20),←,
4,"Polec, Jared",18y 191d,2 (0-0-2 0.00%),1 (0.50),←,
31,"Polkinghorne, James",22y 90d,43 (18-1-24 43.02%),26 (0.60),←,
6,"Power, Luke",31y 103d,265 (148-3-114 56.42%),212 (0.80),←,
29,"Raines, Andrew",25y 44d,70 (22-1-47 32.14%),1 (0.01),14 (4-0-10 28.57%),
30,"Redden, Jack",20y 133d,36 (13-1-22 37.50%),15 (0.42),←,
10,"Rich, Daniel",20y 318d,50 (21-1-28 43.00%),22 (0.44),←,
38,"Rockliff, Tom",21y 58d,24 (5-0-19 20.83%),6 (0.25),←,
32,"Stiller, Cheynee",24y 353d,80 (33-3-44 43.13%),18 (0.22),←,
Totals,Totals,23y 254d,1520 (696-27-797 45.79%),731 (0.48),,
C,"Voss, Michael",35y 288d,50 (21-1-28 43.00%),,←,
