Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
44,"Bandy, Daniel",23y 158d,49 (20-0-29 40.82%),41 (0.84),←,
7,"Black, Heath",19y 332d,21 (6-0-15 28.57%),11 (0.52),←,
32,"Bond, Chris",30y 89d,149 (65-1-83 43.96%),45 (0.30),27 (7-0-20 25.93%),5 (0.19)
24,"Burton, Matthew",28y 341d,68 (22-0-46 32.35%),32 (0.47),←,
42,"Callaghan, Craig",23y 47d,75 (22-0-53 29.33%),57 (0.76),←,
31,"Clement, James",22y 233d,59 (19-0-40 32.20%),32 (0.54),←,
30,"Delaney, Tony",23y 119d,41 (16-1-24 40.24%),19 (0.46),26 (11-0-15 42.31%),10 (0.38)
2,"Fletcher, Adrian",29y 197d,173 (76-2-95 44.51%),84 (0.49),21 (5-0-16 23.81%),11 (0.52)
35,"Gale, Mark",22y 353d,48 (15-0-33 31.25%),13 (0.27),←,
3,"Harding, Greg",22y 220d,51 (21-0-30 41.18%),1 (0.02),←,
11,"Kickett, Dale",30y 356d,131 (54-0-77 41.22%),54 (0.41),85 (31-0-54 36.47%),14 (0.16)
9,"Mann, Peter",28y 230d,112 (44-0-68 39.29%),99 (0.88),73 (26-0-47 35.62%),87 (1.19)
6,"Modra, Tony",30y 55d,123 (55-1-67 45.12%),451 (3.67),5 (0-0-5 0.00%),11 (2.20)
25,"Norrish, Jason",27y 89d,89 (35-0-54 39.33%),15 (0.17),69 (23-0-46 33.33%),13 (0.19)
10,"OReilly, Stephen",26y 167d,120 (50-0-70 41.67%),16 (0.13),84 (29-0-55 34.52%),11 (0.13)
23,"Parker, Shane",26y 66d,71 (25-0-46 35.21%),5 (0.07),←,
36,"Prescott, Ashley",26y 226d,95 (47-1-47 50.00%),16 (0.17),5 (0-0-5 0.00%),1 (0.20)
33,"Shipp, Andrew",19y 289d,1 (0-0-1 0.00%),,←,
15,"Sinclair, Jess",20y 242d,32 (9-0-23 28.13%),17 (0.53),←,
13,"Taylor, Garth",18y 289d,5 (0-0-5 0.00%),9 (1.80),←,
26,"Waterhouse, Clive",24y 306d,47 (17-0-30 36.17%),67 (1.43),←,
29,"Wira, Brad",27y 40d,67 (30-1-36 45.52%),4 (0.06),6 (0-0-6 0.00%),
Totals,Totals,25y 69d,1627 (648-7-972 39.83%),1088 (0.67),,
C,"Drum, Damian",38y 271d,5 (0-0-5 0.00%),,←,
