Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Ablett, Gary",15,4,9,24,1,2.0,,4.0,3.0,10.0,3.0,2.0,1.0,1.0,,9.0,16.0,,,,7.0,,80.0
3,"Bartel, Jimmy",8,2,7,15,,,,9.0,2.0,2.0,6.0,5.0,1.0,2.0,,8.0,7.0,,,4.0,,,91.0
24,"Blake, Mark",2,1,4,6,,,8.0,1.0,,,,2.0,1.0,2.0,,3.0,5.0,,,1.0,,,74.0
17,"Byrnes, Shannon",8,5,5,13,,1.0,,2.0,,3.0,2.0,2.0,,1.0,,4.0,9.0,,1.0,,,1.0,72.0
35,"Chapman, Paul",16,5,5,21,3,,,4.0,1.0,4.0,1.0,5.0,3.0,3.0,,10.0,11.0,1.0,,4.0,1.0,1.0,87.0
11,"Corey, Joel",12,8,18,30,1,,2.0,11.0,,7.0,5.0,3.0,1.0,,3.0,11.0,19.0,,,3.0,1.0,,84.0
44,"Enright, Corey",15,4,11,26,,1.0,,6.0,6.0,4.0,3.0,1.0,,1.0,,8.0,18.0,,,2.0,,1.0,94.0
15,"Gamble, Ryan",5,3,7,12,1,1.0,,2.0,,2.0,,2.0,1.0,2.0,,3.0,9.0,1.0,1.0,2.0,1.0,1.0,87.0
2,"Harley, Tom",7,5,7,14,,,,2.0,3.0,,,2.0,2.0,2.0,,5.0,10.0,1.0,,3.0,,,92.0
26,"Hawkins, Tom",9,6,2,11,1,,,,,1.0,,,,,,2.0,8.0,1.0,5.0,1.0,,1.0,79.0
8,"Hunt, Josh",9,5,10,19,,,,1.0,2.0,3.0,,1.0,1.0,,,5.0,14.0,1.0,,4.0,,,83.0
20,"Johnson, Steve",12,5,3,15,1,2.0,,2.0,2.0,4.0,2.0,2.0,1.0,1.0,,4.0,10.0,,3.0,,1.0,1.0,82.0
9,"Kelly, James",12,11,19,31,,,,3.0,2.0,2.0,5.0,2.0,,,,7.0,22.0,,,3.0,2.0,,84.0
45,"Ling, Cameron",9,4,15,24,1,,,3.0,2.0,1.0,2.0,2.0,2.0,1.0,,7.0,17.0,2.0,1.0,1.0,1.0,,85.0
4,"Mackie, Andrew",8,4,7,15,1,,,3.0,1.0,2.0,,4.0,1.0,3.0,,4.0,11.0,1.0,,2.0,,,94.0
39,"Milburn, Darren",12,8,11,23,,,,4.0,5.0,1.0,1.0,,1.0,,,3.0,17.0,,,5.0,1.0,1.0,95.0
21,"Mooney, Cameron",7,5,4,11,2,2.0,,1.0,,,,2.0,2.0,2.0,,7.0,4.0,3.0,4.0,,,1.0,82.0
30,"Scarlett, Matthew",11,2,11,22,,,,1.0,3.0,,1.0,1.0,,,,1.0,20.0,,,3.0,1.0,,95.0
14,"Selwood, Joel",8,2,16,24,,1.0,,3.0,2.0,2.0,2.0,3.0,6.0,2.0,2.0,11.0,14.0,,,1.0,,,78.0
27,"Stokes, Mathew",7,6,5,12,3,,,,,,2.0,4.0,1.0,,,4.0,8.0,,3.0,1.0,,,86.0
10,"Tenace, Kane",5,2,11,16,,,,2.0,,2.0,,2.0,,,,1.0,15.0,,,2.0,,,55.0
12,"West, Trent",1,2,6,7,,,4.0,3.0,,,1.0,,,,,2.0,5.0,,,1.0,,,42.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,198,99,193,391,15,15.0,14.0,67.0,34.0,50.0,36.0,47.0,25.0,23.0,5.0,119.0,269.0,11.0,18.0,43.0,16.0,8.0,
Opposition,Opposition,191,104,153,344,14,12.0,46.0,49.0,32.0,49.0,31.0,51.0,23.0,25.0,1.0,118.0,227.0,8.0,17.0,36.0,25.0,10.0,
