Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Angwin, Ryan",7,1,13,20,,,,1.0,,5.0,,,,,,5.0,16.0,,,1.0,,,79.0
7,"Ash, Lachie",9,3,11,20,,,,1.0,2.0,,,,,,,3.0,14.0,,,,,,88.0
44,"Buckley, Jack",8,6,12,20,,,,1.0,4.0,,1.0,1.0,,,,7.0,13.0,1.0,,5.0,,,92.0
5,"Cadman, Aaron",3,2,2,5,1,,,3.0,,1.0,,2.0,1.0,1.0,,3.0,4.0,,1.0,3.0,,,63.0
17,"Callaghan, Finn",10,5,9,19,,,,1.0,,3.0,,,,,,5.0,14.0,,,1.0,,1.0,90.0
3,"Coniglio, Stephen",20,5,18,38,,,,8.0,2.0,3.0,9.0,6.0,1.0,3.0,,15.0,23.0,,,3.0,,1.0,84.0
13,"Cumming, Isaac",7,3,10,17,,,,2.0,2.0,,,2.0,,1.0,,4.0,11.0,,,1.0,,,82.0
16,"Daniels, Brent",12,3,8,20,4,1.0,,4.0,,2.0,2.0,7.0,2.0,3.0,,7.0,11.0,,2.0,1.0,,1.0,89.0
30,"Flynn, Matt",6,,5,11,,,38.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,,9.0,1.0,,,3.0,,,79.0
4,"Greene, Toby",15,5,7,22,2,1.0,,4.0,,5.0,1.0,5.0,1.0,2.0,,10.0,12.0,1.0,3.0,2.0,,1.0,96.0
19,"Haynes, Nick",18,7,9,27,,,,,6.0,5.0,3.0,3.0,,,,10.0,16.0,1.0,,5.0,,,87.0
27,"Himmelberg, Harry",7,3,13,20,1,2.0,3.0,3.0,,1.0,3.0,2.0,2.0,2.0,,13.0,8.0,2.0,2.0,3.0,,2.0,81.0
23,"Hogan, Jesse",6,6,4,10,2,,3.0,1.0,,2.0,,1.0,,,,6.0,6.0,3.0,2.0,1.0,,,85.0
39,"Idun, Connor",11,7,7,18,,,,,7.0,,,2.0,1.0,,,7.0,10.0,,,4.0,1.0,,86.0
22,"Kelly, Josh",20,2,21,41,,1.0,,4.0,2.0,4.0,3.0,4.0,,,,17.0,26.0,,,3.0,,1.0,84.0
40 ↑,"Kennedy, Adam",1,1,2,3,,,,,,,,,1.0,,,1.0,2.0,,,,2.0,,15.0
33,"OHalloran, Xavier",11,2,6,17,3,,,6.0,2.0,5.0,1.0,3.0,,1.0,,6.0,13.0,,1.0,,,1.0,71.0
20,"Peatling, James",10,4,4,14,,1.0,,5.0,1.0,2.0,,,,,,2.0,13.0,,,,1.0,1.0,80.0
36,"Perryman, Harry",10,2,14,24,,1.0,,5.0,1.0,5.0,5.0,3.0,,2.0,,15.0,10.0,,,2.0,,,80.0
24,"Rowston, Harry",6,3,1,7,,,,1.0,2.0,2.0,,2.0,,,,1.0,6.0,,,3.0,,,79.0
15 ↓,"Taylor, Sam",4,3,3,7,,,,1.0,1.0,,,,,,,3.0,3.0,1.0,,,,,54.0
8,"Ward, Callan",4,2,7,11,,1.0,,2.0,1.0,1.0,2.0,4.0,,1.0,,4.0,8.0,,1.0,1.0,,1.0,72.0
6,"Whitfield, Lachie",15,4,8,23,,,,2.0,9.0,3.0,,6.0,,,,4.0,17.0,,,4.0,,,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,220,79,194,414,13,9.0,44.0,57.0,43.0,51.0,34.0,55.0,10.0,17.0,,157.0,257.0,9.0,12.0,46.0,4.0,10.0,
Opposition,Opposition,208,84,109,317,16,12.0,41.0,49.0,38.0,59.0,41.0,40.0,17.0,10.0,6.0,149.0,164.0,15.0,15.0,41.0,2.0,9.0,
