Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
19,"Bishop, Matthew",30y 264d,135 (85-1-49 63.33%),8 (0.06),117 (78-1-38 67.09%),4 (0.03)
20,"Brogan, Dean",27y 108d,69 (49-1-19 71.74%),29 (0.42),←,
7,"Burgoyne, Peter",28y 62d,175 (102-3-70 59.14%),172 (0.98),←,
8,"Burgoyne, Shaun",23y 162d,83 (63-0-20 75.90%),86 (1.04),←,
25,"Cassisi, Domenic",23y 191d,68 (47-1-20 69.85%),31 (0.46),←,
30,"Chaplin, Troy",20y 37d,10 (5-1-4 55.00%),,←,
35,"Cornes, Chad",26y 140d,142 (92-1-49 65.14%),118 (0.83),←,
18,"Cornes, Kane",23y 86d,94 (64-1-29 68.62%),47 (0.50),←,
17,"Dew, Stuart",26y 226d,161 (94-3-64 59.32%),227 (1.41),←,
33,"Ebert, Brett",22y 134d,34 (18-1-15 54.41%),37 (1.09),←,
5,"Lade, Brendon",29y 265d,149 (87-3-59 59.40%),125 (0.84),←,
22,"Mahoney, Josh",28y 152d,68 (35-0-33 51.47%),55 (0.81),38 (25-0-13 65.79%),45 (1.18)
15,"Motlop, Daniel",24y 16d,48 (20-1-27 42.71%),54 (1.13),1 (0-0-1 0.00%),1 (1.00)
16,"Pearce, Danyle",19y 359d,8 (4-0-4 50.00%),8 (1.00),←,
36,"Pettigrew, Michael",21y 16d,16 (8-0-8 50.00%),11 (0.69),←,
3,"Salopek, Steven",20y 284d,27 (18-0-9 66.67%),11 (0.41),←,
6,"Thomson, Adam",19y 223d,3 (2-0-1 66.67%),,←,
2,"Wakelin, Darryl",31y 233d,227 (129-2-96 57.27%),12 (0.05),112 (76-1-35 68.30%),4 (0.04)
42,"Walsh, Peter",29y 251d,128 (63-1-64 49.61%),34 (0.27),24 (12-1-11 52.08%),3 (0.13)
4,"Wanganeen, Gavin",32y 287d,300 (179-6-115 60.67%),201 (0.67),173 (106-3-64 62.14%),138 (0.80)
24,"White, Damon",22y 228d,19 (10-1-8 55.26%),18 (0.95),←,
21,"Wilson, Michael",29y 131d,153 (82-4-67 54.90%),44 (0.29),←,
Totals,Totals,25y 192d,2117 (1256-31-830 59.33%),1328 (0.63),,
C,"Williams, Mark",47y 223d,168 (104-2-62 62.50%),,←,
