North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
3,"Anderson, Jed",22y 159d,12 (8-0-4 66.67%),5 (0.42),2 (1-0-1 50.00%),1 (0.50)
18,"Atley, Shaun",23y 301d,124 (71-0-53 57.26%),16 (0.13),←,
50,"Brown, Ben",23y 233d,48 (34-0-14 70.83%),77 (1.60),←,
13,"Clarke, Ryan",19y 23d,1 (0-0-1 0.00%),,←,
10,"Cunnington, Ben",25y 10d,137 (78-0-59 56.93%),57 (0.42),←,
14,"Dumont, Trent",21y 10d,13 (4-0-9 30.77%),4 (0.31),←,
11,"Firrito, Michael",32y 226d,267 (138-2-127 52.06%),29 (0.11),←,
43,"Gibson, Sam",30y 44d,100 (61-0-39 61.00%),43 (0.43),←,
22,"Goldstein, Todd",28y 9d,163 (90-1-72 55.52%),84 (0.52),←,
29,"Harvey, Brent",38y 57d,424 (233-3-188 55.31%),507 (1.20),←,
34,"Macmillan, Jamie",24y 291d,96 (55-0-41 57.29%),38 (0.40),←,
2,"McKenzie, Brad",23y 42d,31 (15-0-16 48.39%),5 (0.16),←,
17,"Mullett, Aaron",24y 138d,59 (33-0-26 55.93%),25 (0.42),←,
20,"Petrie, Drew",33y 269d,308 (157-3-148 51.46%),420 (1.36),←,
44,"Ray, Farren",30y 109d,209 (104-5-100 50.96%),59 (0.28),4 (1-0-3 25.00%),1 (0.25)
9,"Swallow, Andrew",29y 38d,200 (105-1-94 52.75%),76 (0.38),←,
25,"Tarrant, Robbie",27y 76d,76 (42-0-34 55.26%),41 (0.54),←,
12,"Thomas, Lindsay",28y 133d,188 (96-2-90 51.60%),306 (1.63),←,
16,"Thompson, Scott",30y 62d,174 (88-2-84 51.15%),6 (0.03),←,
41,"Wagner, Corey",19y 109d,3 (0-0-3 0.00%),,←,
32,"Wood, Mason",22y 301d,16 (8-0-8 50.00%),16 (1.00),←,
7,"Ziebell, Jack",25y 133d,139 (73-0-66 52.52%),85 (0.61),←,
Totals,Totals,26y 176d,2788 (1493-19-1276 53.55%),1899 (0.68),,
C,"Scott, Brad",40y 68d,149 (83-0-66 55.70%),,←,
