Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Bickley, Mark",16,3,10,26,1,3.0,,2.0,,,,,,1.0,,,,,,,,,
44,"Caven, Peter",10,5,2,12,,,,,,,,,1.0,1.0,,,,,,,,,
19,"Chalmers, Brett",,,,,,,,1.0,,,,,,,,,,,,,,,
14,"Connell, Matthew",7,2,5,12,,,,,,,,,2.0,,,,,,,,,,
9,"Edwards, Tyson",3,1,1,4,,,,1.0,,,,,1.0,1.0,,,,,,,,,
13,"Ellen, Shane",13,7,8,21,,,,1.0,,,,,1.0,,,,,,,,,,
34,"Hart, Ben",13,6,1,14,,,1.0,2.0,,,,,3.0,2.0,,,,,,,,,
35,"Jameson, Rod",10,2,,10,,,2.0,1.0,,,,,1.0,,,,,,,,,,
3,"Jarman, Darren",11,1,5,16,,,,1.0,,,,,,2.0,,,,,,,,,
28,"Johnson, Kane",12,4,8,20,1,1.0,,3.0,,,,,,,,,,,,,,,
5,"Koster, Kym",9,2,5,14,,,,2.0,,,,,,1.0,,,,,,,,,
27,"Liptak, Matthew",16,6,12,28,1,1.0,,1.0,,,,,1.0,,,,,,,,,,
23,"McLeod, Andrew",14,6,7,21,,,,1.0,,,,,,,,,,,,,,,
6,"Modra, Tony",10,4,1,11,6,1.0,,,,,,,3.0,2.0,,,,,,,,,
21,"Ormond-Allen, Trent",,,1,1,,,,,,,,,,,,,,,,,,,
15,"Pittman, David",8,3,4,12,,,25.0,,,,,,3.0,3.0,,,,,,,,,
52,"Rehn, Shaun",8,2,2,10,,,12.0,2.0,,,,,1.0,,,,,,,,,,
32,"Ricciuto, Mark",10,3,6,16,,,3.0,,,,,,2.0,,,,,,,,,,
10,"Robran, Matthew",6,6,3,9,1,1.0,,1.0,,,,,,,,,,,,,,,
12,"Tregenza, Simon",11,3,7,18,,,,1.0,,,,,,1.0,,,,,,,,,
30,"Vardy, Peter",17,2,7,24,2,1.0,,,,,,,2.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,68,95,299,12,11.0,43.0,20.0,,,,,21.0,16.0,,,,,,,,,
Opposition,Opposition,205,56,85,290,16,9.0,9.0,27.0,,,,,16.0,21.0,6.0,,,,,,,,
