Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",28y 76d,197 (114-0-83 57.87%),173 (0.88),74 (30-0-44 40.54%),53 (0.72)
9,"Carr, Matthew",25y 139d,97 (33-1-63 34.54%),42 (0.43),69 (26-0-43 37.68%),40 (0.58)
10,"Cook, Troy",27y 278d,137 (61-0-76 44.53%),59 (0.43),94 (37-0-57 39.36%),48 (0.51)
33,"Farmer, Jeff",26y 327d,166 (77-0-89 46.39%),328 (1.98),48 (25-0-23 52.08%),69 (1.44)
14,"Grover, Antoni",24y 66d,63 (26-0-37 41.27%),8 (0.13),←,
42,"Haddrill, Robert",23y 109d,39 (21-0-18 53.85%),,←,
4,"Hasleby, Paul",22y 339d,94 (37-0-57 39.36%),68 (0.72),←,
43,"Hayden, Roger",23y 159d,33 (19-0-14 57.58%),1 (0.03),←,
11,"Headland, Des",23y 116d,80 (57-0-23 71.25%),72 (0.90),28 (17-0-11 60.71%),20 (0.71)
20,"Longmuir, Justin",23y 116d,86 (33-0-53 38.37%),115 (1.34),←,
21,"Longmuir, Troy",24y 357d,68 (23-0-45 33.82%),37 (0.54),51 (18-0-33 35.29%),34 (0.67)
8,"McManus, Shaun",28y 97d,154 (56-0-98 36.36%),70 (0.45),←,
18,"McPharlin, Luke",22y 167d,43 (24-0-19 55.81%),10 (0.23),31 (16-0-15 51.61%),7 (0.23)
34,"Medhurst, Paul",22y 157d,51 (27-0-24 52.94%),99 (1.94),←,
23,"Parker, Shane",31y 88d,170 (60-0-110 35.29%),9 (0.05),←,
29,"Pavlich, Matthew",22y 137d,92 (36-0-56 39.13%),97 (1.05),←,
12,"Polak, Graham",19y 335d,34 (21-0-13 61.76%),1 (0.03),←,
31,"Sandilands, Aaron",21y 162d,27 (18-0-9 66.67%),6 (0.22),←,
3,"Schammer, Byron",18y 330d,25 (16-0-9 64.00%),7 (0.28),←,
2,"Simmonds, Troy",25y 308d,90 (46-0-44 51.11%),46 (0.51),50 (26-0-24 52.00%),39 (0.78)
19,"Walker, James",25y 122d,106 (40-0-66 37.74%),11 (0.10),←,
6,"Woods, Dion",22y 112d,45 (21-0-24 46.67%),4 (0.09),←,
Totals,Totals,24y 103d,1897 (866-1-1030 45.65%),1263 (0.67),,
C,"Connolly, Chris",41y 52d,54 (29-0-25 53.70%),,53 (28-0-25 52.83%),
