North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Anderson, Jed",4,1,3,7,,1.0,,6.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,4.0,,,,1.0,,81.0
18,"Atley, Shaun",8,3,7,15,,,,2.0,,2.0,,1.0,1.0,,,3.0,12.0,,,3.0,1.0,1.0,88.0
50,"Brown, Ben",9,4,2,11,3,1.0,,,,1.0,,2.0,4.0,,,6.0,5.0,1.0,3.0,2.0,,,100.0
13,"Clarke, Ryan",2,2,9,11,,,,,,1.0,1.0,2.0,,1.0,,3.0,9.0,,,,,,77.0
10,"Cunnington, Ben",9,2,17,26,,,,4.0,2.0,2.0,8.0,6.0,,2.0,2.0,13.0,13.0,1.0,,,,,73.0
15,"Dal Santo, Nick",16,6,10,26,,,,3.0,6.0,1.0,2.0,,4.0,,,6.0,20.0,,,,1.0,1.0,85.0
14,"Dumont, Trent",9,2,7,16,1,,,6.0,2.0,5.0,,,,,,3.0,13.0,,1.0,1.0,,2.0,80.0
11,"Firrito, Michael",5,4,5,10,,,,1.0,4.0,,,3.0,,1.0,,5.0,8.0,,,4.0,,,96.0
43,"Gibson, Sam",14,6,14,28,,,,3.0,4.0,4.0,5.0,1.0,1.0,,,10.0,18.0,,,,,1.0,86.0
22,"Goldstein, Todd",6,4,8,14,,1.0,36.0,3.0,1.0,1.0,2.0,2.0,2.0,,,8.0,7.0,1.0,1.0,4.0,,,86.0
29,"Harvey, Brent",13,5,11,24,1,1.0,,2.0,1.0,3.0,2.0,,,,,7.0,19.0,,1.0,,1.0,,94.0
34,"Macmillan, Jamie",16,8,15,31,1,1.0,,2.0,7.0,3.0,1.0,1.0,1.0,,,8.0,22.0,,,2.0,3.0,,95.0
2,"McKenzie, Brad",15,9,8,23,,,,,8.0,1.0,1.0,2.0,,,,5.0,17.0,,,1.0,,,82.0
17,"Mullett, Aaron",5,3,8,13,1,1.0,,4.0,,2.0,1.0,,,,,1.0,13.0,,1.0,1.0,1.0,,73.0
20,"Petrie, Drew",11,12,7,18,2,1.0,3.0,,1.0,5.0,1.0,4.0,,4.0,3.0,8.0,11.0,4.0,2.0,3.0,,,84.0
9,"Swallow, Andrew",5,4,13,18,,1.0,,6.0,1.0,1.0,5.0,3.0,1.0,1.0,,12.0,8.0,1.0,2.0,2.0,,,72.0
25,"Tarrant, Robbie",10,6,5,15,,,,4.0,2.0,2.0,,1.0,1.0,1.0,,3.0,12.0,1.0,,7.0,,,88.0
12,"Thomas, Lindsay",7,2,1,8,1,2.0,,3.0,,1.0,,5.0,1.0,3.0,,5.0,3.0,1.0,1.0,3.0,1.0,2.0,82.0
16,"Thompson, Scott",8,6,2,10,,,,2.0,2.0,,,3.0,3.0,3.0,,7.0,3.0,3.0,,6.0,,,85.0
30,"Waite, Jarrad",6,2,4,10,2,,,3.0,1.0,,,2.0,2.0,,,6.0,4.0,1.0,,,,,34.0
8,"Wells, Daniel",12,3,12,24,,,,3.0,,5.0,3.0,3.0,2.0,2.0,1.0,9.0,16.0,,1.0,1.0,1.0,2.0,75.0
7,"Ziebell, Jack",8,2,5,13,,1.0,,5.0,,2.0,1.0,2.0,,,,5.0,8.0,1.0,,1.0,,,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,198,96,173,371,12,13.0,39.0,62.0,43.0,44.0,34.0,44.0,24.0,19.0,6.0,135.0,245.0,15.0,13.0,41.0,10.0,9.0,
Opposition,Opposition,167,71,157,324,8,14.0,32.0,56.0,27.0,57.0,26.0,47.0,19.0,24.0,,126.0,194.0,13.0,12.0,28.0,9.0,3.0,
