Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
23,"Collica, Michael",21y 310d,8 (3-0-5 37.50%),1 (0.13),←,
35,"Cox, Adrian",18y 249d,3 (1-0-2 33.33%),1 (0.33),←,
9,"Crawford, Shane",24y 248d,122 (57-1-64 47.13%),88 (0.72),←,
24,"Croad, Trent",19y 67d,25 (10-0-15 40.00%),11 (0.44),←,
34,"Graham, Mark",26y 63d,108 (47-1-60 43.98%),36 (0.33),←,
5,"Harford, Daniel",22y 57d,82 (33-0-49 40.24%),33 (0.40),←,
13,"Hassall, Jon",25y 274d,88 (34-2-52 39.77%),15 (0.17),38 (15-0-23 39.47%),3 (0.08)
3,"Hay, Jonathan",19y 275d,29 (8-0-21 27.59%),3 (0.10),←,
2,"Holland, Nick",24y 290d,85 (34-1-50 40.59%),106 (1.25),←,
14,"Krummel, Brendan",26y 325d,67 (29-0-38 43.28%),47 (0.70),57 (23-0-34 40.35%),44 (0.77)
37,"Lekkas, Angelo",22y 320d,55 (20-0-35 36.36%),8 (0.15),←,
15,"Lord, Aaron",23y 298d,84 (42-1-41 50.60%),86 (1.02),52 (19-0-33 36.54%),67 (1.29)
7,"McCabe, Luke",22y 278d,58 (25-0-33 43.10%),4 (0.07),←,
31,"Obst, Chris",19y 218d,9 (6-0-3 66.67%),,←,
10,"Robran, Jonathon",26y 206d,64 (26-0-38 40.63%),5 (0.08),←,
4,"Salmon, Paul",34y 115d,276 (150-3-123 54.89%),539 (1.95),67 (27-1-39 41.04%),30 (0.45)
11,"Smith, Joel",22y 12d,64 (31-0-33 48.44%),52 (0.81),6 (2-0-4 33.33%),1 (0.17)
29,"Tallis, Rayden",23y 340d,65 (24-0-41 36.92%),12 (0.18),←,
6,"Taylor, Richard",25y 305d,82 (34-1-47 42.07%),32 (0.39),←,
16,"Thompson, Nathan",21y 90d,6 (3-0-3 50.00%),3 (0.50),←,
8,"Treleven, Craig",28y 335d,65 (27-1-37 42.31%),16 (0.25),←,
21,"Vandenberg, Richard",22y 121d,7 (2-0-5 28.57%),1 (0.14),←,
Totals,Totals,23y 301d,1452 (646-11-795 44.49%),1099 (0.76),,
C,"Judge, Ken",41y 120d,75 (30-1-44 40.67%),,←,
