Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Alessio, Steven",10,4,8,18,,1.0,17.0,2.0,,,,,1.0,2.0,,,,,,,,,
16,"Barnard, Paul",2,2,4,6,,,,2.0,,,,,,1.0,,,,,,,,,
51,"Berbakov, Peter",5,5,4,9,,,,1.0,,,,,,2.0,,,,,,,,,
8,"Bewick, Darren",3,1,,3,1,,,,,,,,,,,,,,,,,,
14,"Calthorpe, David",18,1,9,27,,,,2.0,,,,,1.0,3.0,,,,,,,,,
9,"Cockatoo-Collins, Che",8,3,4,12,4,1.0,,3.0,,,,,1.0,2.0,,,,,,,,,
23,"Cransberg, Peter",5,1,4,9,1,,3.0,3.0,,,,,1.0,,,,,,,,,,
36,"Cummings, Scott",4,3,2,6,2,,,2.0,,,,,1.0,1.0,,,,,,,,,
7,"Daniher, Chris",12,7,4,16,1,1.0,,1.0,,,,,1.0,,,,,,,,,,
38,"Denham, Sean",10,2,14,24,,1.0,,1.0,,,,,,2.0,,,,,,,,,
22,"Doolan, Ben",13,,10,23,,,,2.0,,,,,,1.0,,,,,,,,,
1,"Harvey, Mark",15,4,3,18,,,,3.0,,,,,2.0,1.0,,,,,,,,,
5,"Hird, James",9,5,13,22,,,4.0,1.0,,,,,2.0,,,,,,,,,,
2,"Mercuri, Mark",11,6,12,23,2,2.0,,1.0,,,,,4.0,,,,,,,,,,
24,"Misiti, Joe",6,,6,12,,,,,,,,,1.0,,,,,,,,,,
10,"ODonnell, Gary",10,3,3,13,,,,,,,,,,,,,,,,,,,
15,"Prior, Michael",19,4,6,25,,,,3.0,,,,,3.0,3.0,,,,,,,,,
19,"Somerville, Peter",1,,,1,,,2.0,,,,,,,1.0,,,,,,,,,
12,"Symons, Michael",12,4,16,28,1,,,3.0,,,,,,3.0,,,,,,,,,
21,"Wallis, Dean",9,3,4,13,1,1.0,1.0,4.0,,,,,,1.0,,,,,,,,,
4,"Wanganeen, Gavin",19,4,5,24,1,,,2.0,,,,,1.0,,1.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,201,62,131,332,14,11.0,27.0,36.0,,,,,19.0,23.0,1.0,,,,,,,,
Opposition,Opposition,187,51,62,249,16,11.0,17.0,36.0,,,,,23.0,19.0,5.0,,,,,,,,
