Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
13,"Boyd, Tom",18y 241d,1 (0-0-1 0.00%),,←,
14,"Bugg, Tomas",21y 15d,37 (5-0-32 13.51%),9 (0.24),←,
18,"Cameron, Jeremy",21y 19d,42 (5-0-37 11.90%),103 (2.45),←,
3,"Coniglio, Stephen",20y 126d,35 (5-0-30 14.29%),10 (0.29),←,
48,"Frost, Sam",20y 235d,10 (3-0-7 30.00%),2 (0.20),←,
26,"Giles, Jonathan",26y 102d,47 (5-0-42 10.64%),37 (0.79),←,
4,"Greene, Toby",20y 207d,43 (5-0-38 11.63%),15 (0.35),←,
2,"Hampton, Curtly",21y 41d,40 (4-0-36 10.00%),10 (0.25),←,
19,"Haynes, Nick",21y 337d,24 (3-0-21 12.50%),2 (0.08),←,
33,"Hoskin-Elliott, Will",20y 230d,22 (2-0-20 9.09%),12 (0.55),←,
32,"Hunt, Josh",32y 37d,203 (136-1-66 67.24%),29 (0.14),5 (2-0-3 40.00%),
22,"Kelly, Josh",19y 67d,4 (1-0-3 25.00%),5 (1.25),←,
40,"Kennedy, Adam",21y 282d,39 (5-0-34 12.82%),3 (0.08),←,
11,"Lamb, Jed",21y 183d,14 (9-0-5 64.29%),11 (0.79),2 (0-0-2 0.00%),2 (1.00)
12,"Patton, Jonathon",20y 335d,15 (3-0-12 20.00%),16 (1.07),←,
30,"Plowman, Lachie",19y 221d,10 (1-0-9 10.00%),1 (0.10),←,
9,"Scully, Tom",22y 340d,76 (18-1-57 24.34%),23 (0.30),45 (5-0-40 11.11%),17 (0.38)
10,"Smith, Devon",20y 335d,42 (5-0-37 11.90%),33 (0.79),←,
20,"Tomlinson, Adam",20y 253d,28 (1-0-27 3.57%),8 (0.29),←,
17,"Treloar, Adam",21y 42d,43 (5-0-38 11.63%),23 (0.53),←,
8,"Ward, Callan",24y 10d,106 (37-0-69 34.91%),53 (0.50),46 (5-0-41 10.87%),20 (0.43)
29,"Williams, Zac",19y 212d,12 (1-0-11 8.33%),2 (0.17),←,
Totals,Totals,21y 242d,893 (259-2-632 29.00%),407 (0.46),,
C,"Cameron, Leon",41y 230d,5 (2-0-3 40.00%),,←,
