Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Ash, Lachie",11,3,8,19,,,,4.0,1.0,5.0,,2.0,1.0,1.0,,5.0,14.0,,,1.0,,,83.0
17,"Callaghan, Finn",7,3,5,12,1,,,1.0,1.0,1.0,,2.0,2.0,,,5.0,8.0,,,,,1.0,65.0
3,"Coniglio, Stephen",6,2,8,14,,,,3.0,1.0,1.0,2.0,5.0,,1.0,,7.0,8.0,,,,,1.0,78.0
13,"Cumming, Isaac",18,5,4,22,,,,2.0,8.0,4.0,1.0,6.0,,2.0,,2.0,14.0,,,7.0,1.0,,77.0
24,"de Boer, Matt",2,2,9,11,,,,1.0,,2.0,,2.0,1.0,,,3.0,8.0,,,,,,74.0
4,"Greene, Toby",6,2,1,7,2,,,,,4.0,1.0,4.0,1.0,2.0,,3.0,4.0,,,,,,92.0
12,"Green, Tom",11,2,16,27,,1.0,,2.0,1.0,1.0,4.0,6.0,,2.0,,14.0,12.0,,,,1.0,,83.0
43,"Hamilton, Cooper",10,2,9,19,,,,3.0,3.0,,2.0,5.0,1.0,2.0,,6.0,13.0,,,2.0,,,82.0
19,"Haynes, Nick",11,5,5,16,,,,,6.0,1.0,1.0,2.0,1.0,2.0,,3.0,13.0,,,3.0,,,84.0
37 ↑,"Hill, Bobby",1,,,1,,,,,,1.0,,,,,,,1.0,,,,1.0,,8.0
27,"Himmelberg, Harry",6,3,2,8,2,1.0,,3.0,,1.0,,2.0,2.0,1.0,,4.0,4.0,,1.0,2.0,,,76.0
39,"Idun, Connor",11,7,5,16,,,,2.0,4.0,1.0,,,,,,4.0,11.0,,,5.0,1.0,,84.0
25,"Keeffe, Lachlan",7,2,1,8,,,,2.0,2.0,1.0,,,1.0,,,2.0,3.0,,,4.0,,,90.0
22,"Kelly, Josh",13,4,23,36,1,1.0,,7.0,3.0,4.0,6.0,2.0,2.0,,2.0,15.0,23.0,,,2.0,,,84.0
40,"Kennedy, Adam",13,7,7,20,1,,,2.0,6.0,1.0,,2.0,1.0,,,5.0,11.0,,,4.0,,,82.0
36,"Perryman, Harry",19,8,5,24,1,,,2.0,2.0,5.0,2.0,6.0,1.0,1.0,,7.0,17.0,,1.0,3.0,,1.0,88.0
11,"Preuss, Braydon",9,6,6,15,,,44.0,2.0,3.0,4.0,3.0,5.0,2.0,1.0,,12.0,3.0,4.0,,2.0,,,82.0
26,"Riccardi, Jake",5,4,2,7,2,1.0,,,,1.0,,1.0,1.0,,,4.0,3.0,3.0,2.0,3.0,,,86.0
18 ↓,"Stone, Conor",5,2,2,7,,2.0,,2.0,,,,2.0,1.0,,,2.0,4.0,,1.0,1.0,,,66.0
14,"Taranto, Tim",9,4,15,24,,,,6.0,1.0,2.0,4.0,7.0,1.0,1.0,,11.0,12.0,1.0,,,,,88.0
15,"Taylor, Sam",7,5,9,16,,,,2.0,3.0,1.0,,3.0,2.0,,,9.0,6.0,2.0,,19.0,,,95.0
8,"Ward, Callan",10,3,4,14,1,1.0,,2.0,3.0,2.0,2.0,2.0,3.0,1.0,,5.0,9.0,,,1.0,,,68.0
6,"Whitfield, Lachie",8,3,3,11,,,,3.0,,4.0,,3.0,1.0,2.0,,1.0,8.0,,,2.0,,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,205,84,149,354,11,9.0,44.0,51.0,48.0,47.0,28.0,69.0,25.0,19.0,2.0,129.0,209.0,10.0,5.0,61.0,4.0,3.0,
Opposition,Opposition,246,109,174,420,15,15.0,15.0,42.0,35.0,64.0,36.0,69.0,19.0,25.0,4.0,163.0,261.0,13.0,12.0,36.0,11.0,9.0,
