Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",26y 225d,101 (52-0-49 51.49%),18 (0.18),←,
28,"Begley, James",22y 363d,43 (10-2-31 25.58%),7 (0.16),7 (4-0-3 57.14%),
26,"Bickley, Mark",33y 350d,264 (134-0-130 50.76%),77 (0.29),←,
35,"Biglands, Rhett",25y 319d,67 (38-0-29 56.72%),24 (0.36),←,
10,"Bode, Matthew",24y 21d,67 (35-0-32 52.24%),53 (0.79),38 (24-0-14 63.16%),28 (0.74)
5,"Burns, Ronnie",30y 129d,144 (77-2-65 54.17%),257 (1.78),10 (6-0-4 60.00%),18 (1.80)
24,"Burton, Brett",25y 77d,77 (39-0-38 50.65%),108 (1.40),←,
4,"Clarke, Matthew",29y 305d,194 (97-2-95 50.52%),29 (0.15),64 (35-0-29 54.69%),10 (0.16)
9,"Edwards, Tyson",26y 348d,167 (88-0-79 52.69%),102 (0.61),←,
34,"Hart, Ben",29y 11d,265 (136-1-128 51.51%),42 (0.16),←,
37,"Hentschel, Trent",20y 207d,3 (2-0-1 66.67%),,←,
18,"Johncock, Graham",20y 272d,41 (26-0-15 63.41%),26 (0.63),←,
40,"Ladhams, Chris",22y 272d,43 (25-0-18 58.14%),29 (0.67),←,
16,"McGregor, Ken",22y 172d,67 (34-0-33 50.75%),28 (0.42),←,
23,"McLeod, Andrew",26y 350d,185 (97-0-88 52.43%),201 (1.09),←,
22,"Perrie, Ian",24y 102d,51 (27-0-24 52.94%),49 (0.96),←,
32,"Ricciuto, Mark",28y 42d,232 (115-1-116 49.78%),195 (0.84),←,
25,"Rutten, Ben",20y 53d,1 (0-0-1 0.00%),3 (3.00),←,
12,"Shirley, Robert",23y 41d,28 (13-0-15 46.43%),,←,
7,"Smart, Nigel",34y 60d,264 (135-1-128 51.33%),113 (0.43),←,
20,"Stenglein, Tyson",23y 4d,77 (44-0-33 57.14%),18 (0.23),←,
15,"Torney, Jason",26y 34d,134 (69-1-64 51.87%),21 (0.16),16 (10-0-6 62.50%),5 (0.31)
Totals,Totals,25y 287d,2515 (1293-10-1212 51.41%),1400 (0.56),,
C,"Ayres, Gary",42y 295d,202 (112-1-89 55.69%),,86 (47-0-39 54.65%),
