Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
18,"Cameron, Leon",22y 218d,87 (47-1-39 54.60%),41 (0.47),←,
16,"Croft, Matthew",22y 41d,26 (15-0-11 57.69%),17 (0.65),←,
3,"Grant, Chris",22y 116d,102 (57-1-44 56.37%),230 (2.25),←,
1,"Grgic, Ilija",23y 34d,34 (21-0-13 61.76%),49 (1.44),←,
37,"Hargraves, Daniel",19y 74d,4 (3-0-1 75.00%),5 (1.25),←,
10,"Hunter, Mark",29y 217d,114 (56-2-56 50.00%),9 (0.08),←,
6,"Johnson, Brad",18y 264d,11 (7-0-4 63.64%),7 (0.64),←,
4,"Kellett, Nigel",25y 111d,61 (32-0-29 52.46%),24 (0.39),←,
2,"Kolyniuk, Steven",24y 277d,93 (48-1-44 52.15%),111 (1.19),←,
35,"Kretiuk, Steven",22y 278d,43 (27-0-16 62.79%),9 (0.21),←,
36,"Lane, Tyson",18y 226d,2 (2-0-0 100.00%),2 (1.00),←,
39,"Liberatore, Tony",29y 56d,130 (74-1-55 57.31%),67 (0.52),←,
44,"Osborne, Richard",30y 296d,223 (94-0-129 42.15%),484 (2.17),20 (13-0-7 65.00%),34 (1.70)
11,"Romero, Jose",23y 250d,91 (51-0-40 56.04%),99 (1.09),2 (2-0-0 100.00%),1 (0.50)
38,"Sir, Sedat",20y 33d,2 (2-0-0 100.00%),,←,
5,"Smith, Rohan",21y 312d,32 (21-0-11 65.63%),21 (0.66),←,
17,"Standfield, Barry",25y 54d,76 (44-0-32 57.89%),32 (0.42),←,
24,"Wallis, Stephen",30y 163d,230 (124-2-104 54.35%),55 (0.24),←,
25,"Watts, Jason",23y 253d,23 (13-0-10 56.52%),2 (0.09),←,
7,"West, Scott",20y 145d,42 (24-0-18 57.14%),30 (0.71),←,
15,"Wynd, Scott",25y 73d,109 (57-1-51 52.75%),23 (0.21),←,
Totals,Totals,23y 288d,1535 (819-9-707 53.36%),1317 (0.86),,
C,"Joyce, Alan",52y 169d,117 (81-0-36 69.23%),,24 (14-0-10 58.33%),
