North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
15,"Abraham, Winston",23y 187d,40 (19-0-21 47.50%),59 (1.48),2 (1-0-1 50.00%),4 (2.00)
14,"Anderson, Brady",22y 296d,2 (1-0-1 50.00%),,←,
11,"Archer, Glenn",25y 11d,119 (74-0-45 62.18%),83 (0.70),←,
26,"Bell, Peter",22y 34d,52 (32-0-20 61.54%),51 (0.98),50 (32-0-18 64.00%),49 (0.98)
12,"Blakey, John",31y 254d,251 (124-0-127 49.40%),76 (0.30),116 (72-0-44 62.07%),38 (0.33)
18,"Carey, Wayne",26y 312d,164 (97-0-67 59.15%),415 (2.53),←,
9,"Chandler, Brett",22y 267d,53 (15-0-38 28.30%),6 (0.11),25 (14-0-11 56.00%),4 (0.16)
6,"Grant, Shannon",20y 350d,60 (33-1-26 55.83%),41 (0.68),2 (1-0-1 50.00%),3 (1.50)
23,"Groom, Chris",24y 219d,23 (12-0-11 52.17%),27 (1.17),4 (2-0-2 50.00%),1 (0.25)
21,"Hewitt, Evan",19y 271d,3 (1-0-2 33.33%),2 (0.67),←,
34,"King, David",26y 28d,91 (57-0-34 62.64%),26 (0.29),←,
4,"Martyn, Mick",29y 216d,203 (113-1-89 55.91%),14 (0.07),←,
5,"McCartney, Jason",24y 21d,77 (35-0-42 45.45%),48 (0.62),2 (1-0-1 50.00%),
20,"Mellington, Anthony",23y 251d,39 (7-0-32 17.95%),42 (1.08),15 (6-0-9 40.00%),18 (1.20)
28,"Pickett, Byron",20y 236d,3 (1-0-2 33.33%),,←,
13,"Pike, Martin",25y 141d,86 (27-0-59 31.40%),47 (0.55),26 (15-0-11 57.69%),7 (0.27)
3,"Rock, Anthony",27y 187d,161 (96-0-65 59.63%),130 (0.81),←,
8,"Scott, Robert",29y 34d,208 (124-1-83 59.86%),208 (1.00),76 (49-0-27 64.47%),44 (0.58)
24,"Sholl, Craig",30y 95d,178 (102-0-76 57.30%),102 (0.57),←,
37,"Simpson, Adam",22y 47d,48 (34-0-14 70.83%),22 (0.46),←,
10,"Stevens, Anthony",26y 276d,158 (93-0-65 58.86%),78 (0.49),←,
30,"Welsh, Scott",19y 118d,4 (2-0-2 50.00%),1 (0.25),←,
Totals,Totals,24y 275d,2023 (1099-3-921 54.33%),1478 (0.73),,
C,"Pagan, Denis",50y 192d,122 (77-0-45 63.11%),,←,
