Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
29,"Ablett, Gary",23y 321d,127 (71-2-54 56.69%),168 (1.32),←,
3,"Bartel, Jimmy",24y 117d,110 (64-2-44 59.09%),64 (0.58),←,
24,"Blake, Mark",22y 203d,35 (24-0-11 68.57%),4 (0.11),←,
17,"Byrnes, Shannon",23y 358d,47 (32-0-15 68.09%),19 (0.40),←,
35,"Chapman, Paul",26y 146d,138 (74-2-62 54.35%),174 (1.26),←,
11,"Corey, Joel",26y 42d,153 (84-2-67 55.56%),51 (0.33),←,
44,"Enright, Corey",26y 198d,127 (66-2-59 52.76%),40 (0.31),←,
15,"Gamble, Ryan",20y 189d,3 (2-0-1 66.67%),4 (1.33),←,
2,"Harley, Tom",29y 256d,161 (91-3-67 57.45%),10 (0.06),160 (90-3-67 57.19%),9 (0.06)
26,"Hawkins, Tom",19y 253d,11 (9-0-2 81.82%),13 (1.18),←,
8,"Hunt, Josh",26y 16d,101 (59-1-41 58.91%),13 (0.13),←,
20,"Johnson, Steve",24y 270d,89 (52-2-35 59.55%),159 (1.79),←,
9,"Kelly, James",24y 92d,110 (60-1-49 55.00%),54 (0.49),←,
45,"Ling, Cameron",27y 32d,161 (91-3-67 57.45%),93 (0.58),←,
39,"Milburn, Darren",30y 350d,215 (114-1-100 53.26%),80 (0.37),←,
21,"Mooney, Cameron",28y 186d,146 (86-1-59 59.25%),158 (1.08),135 (76-1-58 56.67%),156 (1.16)
30,"Scarlett, Matthew",28y 299d,186 (104-2-80 56.45%),16 (0.09),←,
14,"Selwood, Joel",19y 309d,23 (21-0-2 91.30%),8 (0.35),←,
27,"Stokes, Mathew",23y 129d,32 (25-0-7 78.13%),46 (1.44),←,
7,"Taylor, Harry",21y 292d,1 (1-0-0 100.00%),,←,
12,"West, Trent",20y 165d,2 (2-0-0 100.00%),1 (0.50),←,
40,"Wojcinski, David",27y 194d,119 (67-2-50 57.14%),38 (0.32),←,
Totals,Totals,24y 317d,2097 (1199-26-872 57.18%),1213 (0.58),,
C,"Thompson, Mark",44y 132d,187 (101-3-83 54.81%),,←,
