St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Battle, Josh",17,13.0,7,24,,,,3.0,5.0,1.0,,2.0,,,,7,17,2.0,,1.0,,,95.0
16,"Butler, Dan",5,3.0,3,8,,,,3.0,,4.0,,3.0,1.0,1.0,,3,6,,,,,1.0,74.0
13,"Byrnes, Ryan",10,4.0,12,22,1.0,1.0,,4.0,3.0,1.0,1.0,5.0,,1.0,,7,16,,,1.0,,1.0,84.0
23 ↑,"Bytel, Jack",2,1.0,4,6,,,,,,,1.0,,,,,3,3,,,,,,12.0
47,"Caminiti, Anthony",3,4.0,2,5,2.0,,,1.0,,,,3.0,,1.0,,2,3,2.0,2.0,2.0,,,76.0
11,"Clark, Hunter",12,1.0,14,26,1.0,,,2.0,2.0,4.0,4.0,5.0,,1.0,,9,16,,,,,,76.0
21 ↓,"Cordy, Zaine",1,1.0,5,6,,,2.0,1.0,,,,1.0,,,,4,3,,1.0,,,,46.0
5,"Crouch, Brad",16,5.0,17,33,2.0,,,3.0,1.0,10.0,9.0,5.0,3.0,2.0,1.0,16,18,,1.0,2.0,,,88.0
4,"Gresham, Jade",2,2.0,5,7,,,,1.0,1.0,1.0,,3.0,,1.0,,3,4,,,1.0,,,80.0
22,"Higgins, Jack",9,4.0,5,14,2.0,1.0,,1.0,1.0,4.0,,4.0,2.0,1.0,,6,9,,1.0,1.0,,,81.0
8,"Hill, Bradley",12,4.0,7,19,,2.0,,,1.0,2.0,,,,,,1,18,,1.0,2.0,,,89.0
20,"Howard, Dougal",8,6.0,4,12,,,,,1.0,1.0,,,,,,5,6,2.0,,9.0,,,98.0
19,"Marshall, Rowan",16,7.0,9,25,,,32.0,5.0,1.0,4.0,7.0,6.0,1.0,2.0,,12,12,1.0,,3.0,,1.0,85.0
10,"Owens, Mitch",7,4.0,7,14,,2.0,3.0,7.0,,2.0,1.0,2.0,,1.0,,10,5,1.0,,3.0,1.0,,91.0
33,"Paton, Ben",11,6.0,6,17,,,,,5.0,,,1.0,,,,4,12,2.0,,1.0,,,68.0
25,"Phillipou, Mattaes",8,3.0,11,19,1.0,1.0,,2.0,,1.0,2.0,2.0,,,,6,13,,1.0,,,1.0,85.0
6,"Ross, Sebastian",10,2.0,16,26,,,,3.0,,3.0,3.0,7.0,1.0,3.0,,14,13,,,3.0,1.0,,83.0
35,"Sinclair, Jack",18,6.0,9,27,,,,,5.0,4.0,3.0,2.0,,,,5,16,,,2.0,,,78.0
14,"Stocker, Liam",10,5.0,7,17,,,,2.0,5.0,,1.0,2.0,,1.0,,7,9,1.0,,1.0,,,79.0
7,"Wanganeen-Milera, Nasiah",15,3.0,6,21,,,,,6.0,,,3.0,,,,6,15,,,1.0,,,82.0
44,"Wilkie, Callum",19,11.0,5,24,,,,4.0,14.0,,1.0,2.0,1.0,,,7,16,3.0,,7.0,,,100.0
17,"Windhager, Marcus",3,,10,13,,1.0,,2.0,,2.0,2.0,2.0,,,,3,10,,,,,,56.0
32,"Wood, Mason",14,8.0,9,23,,2.0,,1.0,1.0,6.0,2.0,1.0,1.0,,,7,16,1.0,1.0,1.0,,3.0,93.0
Totals,Totals,228,103.0,180,408,9.0,10.0,37.0,45.0,52.0,50.0,37.0,61.0,10.0,15.0,1.0,147,256,15.0,8.0,41.0,2.0,7.0,
Opposition,Opposition,226,99.0,166,392,10.0,10.0,31.0,60.0,40.0,64.0,31.0,49.0,15.0,10.0,5.0,126,256,11.0,10.0,57.0,5.0,10.0,
