Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ablett, Gary",22,7,27,49,2.0,1.0,,2.0,4.0,6.0,10.0,3.0,1.0,,3.0,20.0,28,1.0,1.0,2.0,2.0,1.0,94.0
11,"Bennell, Harley",12,3,11,23,,1.0,1.0,6.0,3.0,5.0,3.0,6.0,,2.0,,8.0,14,,,,,1.0,81.0
40,"Boston, Andrew",8,2,3,11,,,,2.0,,5.0,1.0,5.0,,1.0,,6.0,5,,,1.0,,,78.0
3,"Brennan, Jared",8,4,4,12,3.0,,,5.0,1.0,2.0,1.0,3.0,2.0,1.0,,5.0,7,2.0,3.0,1.0,,1.0,94.0
36,"Broughton, Greg",10,7,10,20,,,,3.0,2.0,,,,,,,8.0,12,,,5.0,,,89.0
30,"Brown, Campbell",14,7,4,18,,,,1.0,1.0,6.0,2.0,1.0,,,,7.0,11,1.0,,3.0,1.0,1.0,85.0
12,"Day, Sam",5,2,2,7,2.0,,,2.0,1.0,2.0,1.0,1.0,1.0,,,4.0,4,,1.0,3.0,,,83.0
33,"Hall, Aaron",6,3,2,8,,2.0,,2.0,,3.0,,4.0,,1.0,,,8,,,,,1.0,81.0
46 ↓,"Hall, Josh",7,3,3,10,,,2.0,,,2.0,1.0,1.0,1.0,,,4.0,7,,,1.0,1.0,2.0,70.0
5,"Harbrow, Jarrod",12,2,9,21,1.0,1.0,,2.0,3.0,3.0,3.0,4.0,,,,8.0,12,,,2.0,,,85.0
17,"May, Steven",10,6,1,11,,,1.0,2.0,5.0,,,2.0,,1.0,,4.0,7,1.0,,12.0,1.0,,96.0
18,"McKenzie, Trent",18,10,6,24,,1.0,,4.0,7.0,4.0,1.0,4.0,1.0,1.0,,4.0,18,1.0,1.0,2.0,3.0,,93.0
22,"Nicholls, Tom",6,2,6,12,,,33.0,8.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,9.0,4,,,1.0,,,88.0
1,"OMeara, Jaeger",11,7,12,23,3.0,,1.0,8.0,1.0,4.0,4.0,1.0,,,2.0,10.0,14,,1.0,2.0,,1.0,84.0
10,"Prestia, Dion",9,2,10,19,1.0,,,2.0,3.0,1.0,7.0,1.0,,1.0,,9.0,9,,,2.0,,,73.0
8,"Russell, Luke",10,6,8,18,,1.0,,2.0,2.0,1.0,2.0,1.0,,1.0,,6.0,12,,,3.0,,,84.0
6 ↑,"Sexton, Alex",2,1,2,4,,,,,1.0,,,1.0,,,,,4,,,,1.0,,12.0
26,"Shaw, Matt",12,4,10,22,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,6.0,16,1.0,,4.0,,,79.0
25,"Stanley, Danny",8,3,14,22,,,,3.0,1.0,,1.0,5.0,,2.0,,6.0,16,,,1.0,,,87.0
48,"Tape, Seb",6,3,2,8,1.0,,,3.0,,2.0,,1.0,,,,3.0,5,,,3.0,,,87.0
16,"Thompson, Rory",7,4,4,11,,,,,6.0,,,2.0,,1.0,,5.0,6,,,14.0,,,88.0
4,"Weller, Maverick",7,3,7,14,,,,2.0,2.0,,,4.0,,1.0,,2.0,11,,,,,,87.0
Totals,Totals,210,91,157,367,13.0,7.0,38.0,62.0,45.0,48.0,42.0,53.0,8.0,15.0,6.0,134.0,230,7.0,7.0,62.0,9.0,8.0,
Opposition,Opposition,222,93,169,391,11.0,12.0,40.0,79.0,34.0,60.0,41.0,49.0,15.0,8.0,,140.0,248,7.0,12.0,50.0,17.0,7.0,
