Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
15,"Abraham, Winston",24y 304d,81 (49-0-32 60.49%),125 (1.54),43 (31-0-12 72.09%),70 (1.63)
33,"Allison, Brett",31y 65d,212 (117-1-94 55.42%),270 (1.27),←,
14,"Anderson, Brady",24y 48d,21 (14-0-7 66.67%),1 (0.05),←,
11,"Archer, Glenn",26y 128d,155 (101-0-54 65.16%),99 (0.64),←,
26,"Bell, Peter",23y 151d,93 (62-0-31 66.67%),87 (0.94),91 (62-0-29 68.13%),85 (0.93)
12,"Blakey, John",33y 6d,292 (154-0-138 52.74%),95 (0.33),157 (102-0-55 64.97%),57 (0.36)
16,"Capuano, Mathew",23y 331d,61 (46-0-15 75.41%),17 (0.28),←,
18,"Carey, Wayne",28y 64d,200 (123-0-77 61.50%),540 (2.70),←,
23,"Clayton, Shane",20y 279d,36 (15-0-21 41.67%),9 (0.25),18 (13-0-5 72.22%),8 (0.44)
6,"Grant, Shannon",22y 102d,101 (63-1-37 62.87%),106 (1.05),43 (31-0-12 72.09%),68 (1.58)
34,"King, David",27y 145d,125 (83-0-42 66.40%),40 (0.32),←,
27,"Lange, Adam",20y 199d,5 (3-0-2 60.00%),2 (0.40),←,
35,"Longmire, John",28y 211d,198 (102-1-95 51.77%),511 (2.58),←,
4,"Martyn, Mick",30y 333d,235 (138-1-96 58.94%),14 (0.06),←,
5,"McCartney, Jason",25y 138d,115 (62-0-53 53.91%),50 (0.43),40 (28-0-12 70.00%),2 (0.05)
31,"McKernan, Corey",25y 223d,132 (91-0-41 68.94%),145 (1.10),←,
28,"Pickett, Byron",21y 353d,44 (31-0-13 70.45%),,←,
39,"Rawlings, Brady",18y 50d,12 (10-0-2 83.33%),4 (0.33),←,
8,"Scott, Robert",30y 151d,242 (148-1-93 61.36%),222 (0.92),110 (73-0-37 66.36%),58 (0.53)
24,"Sholl, Craig",31y 212d,216 (129-0-87 59.72%),142 (0.66),←,
7,"Simpson, Adam",23y 164d,83 (60-0-23 72.29%),35 (0.42),←,
10,"Stevens, Anthony",28y 28d,199 (123-0-76 61.81%),94 (0.47),←,
Totals,Totals,25y 334d,2858 (1724-5-1129 60.32%),2608 (0.91),,
C,"Pagan, Denis",51y 309d,163 (107-0-56 65.64%),,←,
