Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
39,"Abbott, Paul",8,6,4,12,,,5.0,1.0,,,,,,1.0,,,,,,,,,
14,"Armstrong, Matt",11,,7,18,,1.0,,2.0,,,,,3.0,3.0,,,,,,,,,
32,"Baldwin, Jason",6,,4,10,,,,3.0,,,,,2.0,2.0,,,,,,,,,
18,"Blakey, John",11,1,4,15,2,,,4.0,,,,,1.0,1.0,,,,,,,,,
22,"Caven, Peter",10,4,,10,,,1.0,1.0,,,,,3.0,,,,,,,,,,
16,"Cormack, Joe",14,4,10,24,,1.0,,2.0,,,,,,,,,,,,,,,
2,"Dundas, Matthew",18,2,11,29,,,,,,,,,3.0,,2.0,,,,,,,,
28,"Elliott, Jamie",,,,,,,,,,,,,,,,,,,,,,,
23,"Exell, Gavin",,,1,1,,,,1.0,,,,,,,,,,,,,,,
6,"Guard, Jeremy",3,2,5,8,1,,,1.0,,,,,,1.0,,,,,,,,,
19,"Harding, Dean",7,1,6,13,1,,,1.0,,,,,,3.0,,,,,,,,,
29,"Lyon, Ross",22,6,6,28,1,1.0,,6.0,,,,,1.0,1.0,,,,,,,,,
21,"Morrish, Paul",1,,5,6,,,,2.0,,,,,,,,,,,,,,,
44,"Osborne, Richard",9,4,7,16,3,3.0,,1.0,,,,,,2.0,,,,,,,,,
4,"Paxman, Stephen",7,5,9,16,1,,27.0,1.0,,,,,1.0,1.0,,,,,,,,,
1,"Roos, Paul",21,15,12,33,,1.0,4.0,3.0,,,,,3.0,,3.0,,,,,,,,
3,"Seecamp, Marcus",7,5,7,14,,,,1.0,,,,,,3.0,,,,,,,,,
33,"Stephens, Brett",10,3,8,18,,,,1.0,,,,,2.0,2.0,1.0,,,,,,,,
12,"Wheildon, Darren",12,4,1,13,6,3.0,2.0,,,,,,,3.0,,,,,,,,,
8,"Wynd, Jim",12,2,5,17,,1.0,,,,,,,,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,64,112,301,15,12.0,39.0,31.0,,,,,19.0,26.0,6.0,,,,,,,,
Opposition,Opposition,206,58,78,284,11,16.0,25.0,21.0,,,,,26.0,19.0,,,,,,,,,
