Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
32,"Baldwin, Jason",17,1,2,19,1,1.0,,4.0,,,,,2.0,3.0,,,,,,,,,
18,"Blakey, John",17,3,3,20,1,,,4.0,,,,,2.0,,,,,,,,,,
42,"Board, Terry",7,1,12,19,,,,1.0,,,,,1.0,3.0,,,,,,,,,
17,"Broderick, Paul",2,,,2,,1.0,,1.0,,,,,,,,,,,,,,,
50,"Caven, Peter",5,1,1,6,1,,1.0,3.0,,,,,,2.0,,,,,,,,,
2,"Dundas, Matthew",18,6,3,21,2,1.0,,2.0,,,,,2.0,,,,,,,,,,
54,"Elliott, Jamie",9,,3,12,,,,4.0,,,,,2.0,,,,,,,,,,
49,"Harding, Dean",7,,3,10,2,1.0,,,,,,,,1.0,,,,,,,,,
6,"Ironmonger, John",8,5,4,12,,,11.0,2.0,,,,,3.0,2.0,,,,,,,,,
11,"Lynch, Alastair",6,,3,9,,,,3.0,,,,,3.0,2.0,,,,,,,,,
29,"Lyon, Ross",14,2,7,21,1,1.0,2.0,1.0,,,,,2.0,1.0,,,,,,,,,
26,"McGrath, Justin",9,1,4,13,,,,1.0,,,,,1.0,,,,,,,,,,
38,"Noble, David",5,3,7,12,,,,1.0,,,,,1.0,3.0,,,,,,,,,
25,"OConnell, David",3,,,3,,,3.0,1.0,,,,,,,,,,,,,,,
44,"Osborne, Richard",11,5,4,15,1,3.0,,,,,,,,1.0,,,,,,,,,
28,"Paxman, Stephen",8,7,3,11,,,,1.0,,,,,2.0,2.0,,,,,,,,,
1,"Roos, Paul",15,4,4,19,,,1.0,,,,,,3.0,1.0,,,,,,,,,
33,"Stephens, Brett",6,1,1,7,,,,1.0,,,,,1.0,2.0,,,,,,,,,
12,"Wheildon, Darren",12,9,3,15,5,4.0,2.0,1.0,,,,,,3.0,,,,,,,,,
8,"Wynd, Jim",24,4,3,27,,,,,,,,,5.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,203,53,70,273,14,13.0,20.0,31.0,,,,,30.0,26.0,,,,,,,,,
Opposition,Opposition,207,55,149,356,21,15.0,14.0,12.0,,,,,26.0,30.0,6.0,,,,,,,,
