Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
26,"Bickley, Mark",26y 331d,109 (51-0-58 46.79%),28 (0.26),←,
18,"Bond, Troy",22y 352d,47 (32-0-15 68.09%),32 (0.68),11 (6-0-5 54.55%),6 (0.55)
44,"Caven, Peter",26y 45d,70 (27-0-43 38.57%),35 (0.50),13 (6-0-7 46.15%),14 (1.08)
19,"Chalmers, Brett",23y 68d,36 (14-1-21 40.28%),5 (0.14),←,
17,"Collins, Matthew",19y 149d,4 (0-0-4 0.00%),2 (0.50),←,
14,"Connell, Matthew",23y 332d,30 (11-0-19 36.67%),7 (0.23),27 (9-0-18 33.33%),7 (0.26)
37,"Edwards, Tyson",19y 329d,23 (11-0-12 47.83%),6 (0.26),←,
13,"Ellen, Shane",23y 181d,21 (9-0-12 42.86%),2 (0.10),10 (4-0-6 40.00%),1 (0.10)
34,"Hart, Ben",21y 357d,98 (46-1-51 47.45%),24 (0.24),←,
24,"Hodges, Scott",28y 65d,38 (19-0-19 50.00%),100 (2.63),←,
35,"Jameson, Rod",26y,103 (51-1-51 50.00%),84 (0.82),←,
2,"Jarman, Andrew",30y 168d,106 (51-1-54 48.58%),89 (0.84),←,
27,"Liptak, Matthew",26y 61d,94 (47-1-46 50.53%),108 (1.15),←,
10,"McDermott, Chris",32y 239d,115 (56-1-58 49.13%),25 (0.22),←,
11,"McGuinness, Tony",32y 55d,213 (100-3-110 47.65%),187 (0.88),104 (50-1-53 48.56%),79 (0.76)
6,"Modra, Tony",27y 121d,76 (33-1-42 44.08%),304 (4.00),←,
16,"Pesch, Nick",22y 5d,30 (13-0-17 43.33%),15 (0.50),←,
15,"Pittman, David",27y 128d,69 (30-1-38 44.20%),19 (0.28),←,
32,"Ricciuto, Mark",21y 22d,74 (33-1-40 45.27%),54 (0.73),←,
5,"Robran, Matthew",25y 103d,40 (19-0-21 47.50%),26 (0.65),33 (15-0-18 45.45%),21 (0.64)
7,"Smart, Nigel",27y 40d,111 (52-1-58 47.30%),53 (0.48),←,
Totals,Totals,25y 150d,1507 (705-13-789 46.78%),1205 (0.80),,
C,"Shaw, Robert",41y 176d,121 (43-0-78 35.54%),,35 (15-0-20 42.86%),
