Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Farmer, Jeff",9,4,2,11,4,3.0,,2.0,,,,3.0,1.0,1.0,,,,,,,,,
20,"Febey, Matthew",12,8,10,22,1,,,2.0,1.0,3.0,3.0,,,2.0,,,,,,,,,
21,"Febey, Steven",19,5,5,24,,,,2.0,7.0,6.0,2.0,1.0,3.0,2.0,,,,,,,,,
4,"Grgic, Brent",5,2,2,7,,,,1.0,2.0,,1.0,2.0,,,,,,,,,,,
27,"Ingerson, Anthony",7,3,7,14,,,,1.0,2.0,,,,1.0,3.0,,,,,,,,,
16,"Johnstone, Travis",6,1,3,9,1,,,2.0,,4.0,,,1.0,2.0,,,,,,,,,
7,"Kowal, Darren",7,2,3,10,1,2.0,,1.0,,4.0,3.0,4.0,,2.0,,,,,,,,,
36,"Leoncelli, Andrew",12,3,5,17,,,,3.0,2.0,6.0,5.0,,1.0,2.0,,,,,,,,,
35,"McDonald, Anthony",10,1,4,14,,1.0,,3.0,,3.0,2.0,,1.0,1.0,,,,,,,,,
23,"McDonald, James",6,2,3,9,,,,,1.0,1.0,,,1.0,,,,,,,,,,
9,"Neitz, David",8,5,5,13,1,4.0,1.0,4.0,,3.0,2.0,,1.0,3.0,,,,,,,,,
43,"Rigoni, Guy",16,4,8,24,,1.0,,4.0,4.0,2.0,5.0,5.0,1.0,1.0,,,,,,,,,
24,"Robertson, Russell",5,2,3,8,1,,,1.0,,3.0,,1.0,,1.0,,,,,,,,,
5,"Schwarz, David",8,1,6,14,1,2.0,6.0,2.0,,4.0,5.0,1.0,2.0,1.0,,,,,,,,,
10,"Seecamp, Marcus",7,3,6,13,,,,,,1.0,,1.0,,,,,,,,,,,
1,"Shanahan, Jamie",4,2,3,7,,,2.0,1.0,1.0,,,,1.0,,,,,,,,,,
11,"Stynes, Jim",3,1,6,9,,,8.0,2.0,,1.0,2.0,1.0,,,,,,,,,,,
2,"Tingay, Stephen",15,7,5,20,1,1.0,,1.0,1.0,5.0,1.0,,,,,,,,,,,,
12,"Viney, Todd",9,5,4,13,1,,,3.0,4.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,
34,"White, Jeff",7,3,3,10,,1.0,14.0,1.0,,2.0,4.0,,1.0,1.0,,,,,,,,,
22,"Woewodin, Shane",10,7,4,14,2,,,1.0,1.0,2.0,1.0,2.0,1.0,3.0,,,,,,,,,
13,"Yze, Adem",16,6,5,21,1,,,2.0,5.0,3.0,1.0,,3.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,201,77,102,303,15,17.0,31.0,39.0,31.0,54.0,39.0,22.0,20.0,27.0,,,,,,,,,
Opposition,Opposition,180,69,112,292,7,14.0,33.0,53.0,30.0,44.0,41.0,25.0,27.0,20.0,,,,,,,,,
