Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
21,"Barlow, Michael",25y 215d,61 (36-1-24 59.84%),34 (0.56),←,
30,"Clarke, Zac",23y 115d,45 (18-1-26 41.11%),22 (0.49),←,
15,"Crowley, Ryan",29y 138d,155 (81-1-73 52.58%),104 (0.67),←,
3,"Dawson, Zac",27y 149d,111 (68-4-39 63.06%),6 (0.05),34 (22-1-11 66.18%),2 (0.06)
9,"de Boer, Matt",23y 133d,92 (49-1-42 53.80%),36 (0.39),←,
41,"Duffield, Paul",28y 166d,124 (60-1-63 48.79%),25 (0.20),←,
7,"Fyfe, Nat",21y 306d,64 (37-1-26 58.59%),45 (0.70),←,
38,"Hannath, Jack",22y 12d,10 (7-1-2 75.00%),5 (0.50),←,
32,"Hill, Stephen",23y 81d,101 (52-0-49 51.49%),58 (0.57),←,
5,"Ibbotson, Garrick",25y 128d,114 (53-1-60 46.93%),21 (0.18),←,
37,"Johnson, Michael",28y 274d,165 (86-1-78 52.42%),58 (0.35),←,
23,"Mayne, Chris",24y 261d,97 (52-1-44 54.12%),129 (1.33),←,
16,"Mundy, David",28y 1d,178 (91-1-86 51.40%),71 (0.40),←,
13,"Mzungu, Tendai",27y 143d,54 (30-1-23 56.48%),36 (0.67),←,
27,"Neale, Lachie",20y 58d,14 (5-0-9 35.71%),5 (0.36),←,
46,"Pearce, Clancee",22y 271d,66 (34-1-31 52.27%),31 (0.47),←,
6,"Pearce, Danyle",27y 105d,170 (70-2-98 41.76%),83 (0.49),16 (11-1-4 71.88%),7 (0.44)
11,"Sheridan, Tom",19y 266d,5 (3-0-2 60.00%),2 (0.40),←,
36,"Silvagni, Alex",25y 295d,36 (19-1-16 54.17%),9 (0.25),←,
34,"Spurr, Lee",25y 359d,28 (21-1-6 76.79%),,←,
33,"Sutcliffe, Cam",21y 59d,15 (11-1-3 76.67%),7 (0.47),←,
10,"Walters, Michael",22y 195d,34 (20-1-13 60.29%),64 (1.88),←,
Totals,Totals,24y 269d,1739 (903-23-813 51.93%),851 (0.49),,
C,"Lyon, Ross",46y 255d,161 (102-5-54 64.91%),,40 (26-1-13 66.25%),
