Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Ash, Lachie",12,3,10,22,,,,2.0,4.0,,,2.0,,,,4.0,15.0,,,1.0,,,74.0
14,"Bedford, Toby",7,3,10,17,1,,,6.0,,6.0,,1.0,1.0,,,3.0,14.0,,1.0,,,1.0,90.0
32,"Briggs, Kieren",8,3,9,17,,1.0,36.0,4.0,2.0,1.0,6.0,5.0,1.0,2.0,,10.0,8.0,,1.0,3.0,,1.0,77.0
44,"Buckley, Jack",11,6,5,16,,,,,3.0,1.0,,1.0,1.0,1.0,,3.0,14.0,,,16.0,,1.0,98.0
5,"Cadman, Aaron",2,1,1,3,,,,,,1.0,,2.0,,1.0,,,3.0,,,1.0,,,64.0
17,"Callaghan, Finn",17,6,19,36,,1.0,,3.0,2.0,4.0,5.0,1.0,1.0,,3.0,12.0,24.0,,,1.0,1.0,,86.0
16,"Daniels, Brent",14,8,3,17,2,,,8.0,,5.0,,4.0,,,,6.0,11.0,1.0,1.0,2.0,,4.0,85.0
37,"Fonti, Joe",,,,,,,,,,,,,,,,,,,,,,,
12,"Green, Tom",17,5,16,33,1,,,1.0,1.0,5.0,9.0,5.0,,1.0,,16.0,16.0,,,2.0,,,85.0
4,"Greene, Toby",14,6,2,16,3,2.0,,4.0,,1.0,1.0,1.0,3.0,,,8.0,8.0,2.0,1.0,,,,88.0
27,"Himmelberg, Harry",15,7,6,21,,,,4.0,3.0,2.0,,1.0,1.0,,,2.0,16.0,,,4.0,,,85.0
23,"Hogan, Jesse",6,6,5,11,4,,,,,,,2.0,,,2.0,7.0,4.0,4.0,4.0,2.0,,,88.0
39,"Idun, Connor",7,6,8,15,,,,4.0,3.0,,,1.0,,,,5.0,9.0,,,7.0,,,100.0
2,"Jones, Darcy",6,1,6,12,,,,1.0,,2.0,,3.0,1.0,1.0,,5.0,6.0,,,1.0,,,78.0
31,"McMullin, Toby",6,3,5,11,1,,,2.0,,2.0,,1.0,,,,2.0,9.0,,1.0,,,1.0,73.0
33,"OHalloran, Xavier",10,1,2,12,,,,1.0,3.0,5.0,1.0,4.0,1.0,2.0,,3.0,8.0,,,1.0,,,84.0
20,"Peatling, James",18,5,10,28,,,,11.0,,5.0,8.0,6.0,3.0,1.0,1.0,18.0,9.0,1.0,,1.0,,,71.0
36,"Perryman, Harry",9,5,8,17,,,,1.0,5.0,1.0,3.0,3.0,,,,10.0,10.0,,,6.0,,,73.0
26,"Riccardi, Jake",5,4,4,9,,1.0,2.0,2.0,1.0,1.0,,3.0,,1.0,,1.0,7.0,,1.0,2.0,,,72.0
15,"Taylor, Sam",7,,4,11,,,,1.0,5.0,,,4.0,2.0,,,8.0,3.0,,,3.0,,,94.0
28,"Thomas, Harvey",7,3,7,14,,,,3.0,,4.0,1.0,2.0,,,,2.0,12.0,,,4.0,,1.0,75.0
8,"Ward, Callan",13,5,10,23,1,,,,1.0,3.0,2.0,2.0,,1.0,,12.0,12.0,,1.0,1.0,,,83.0
6,"Whitfield, Lachie",25,6,10,35,,,,5.0,4.0,4.0,2.0,4.0,,2.0,,4.0,28.0,,,2.0,1.0,,76.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,236,93,160,396,13,7.0,38.0,63.0,37.0,53.0,38.0,58.0,15.0,13.0,6.0,141.0,246.0,8.0,11.0,60.0,2.0,9.0,
Opposition,Opposition,212,89,118,330,12,11.0,28.0,57.0,39.0,49.0,36.0,53.0,13.0,15.0,,137.0,190.0,7.0,9.0,43.0,1.0,9.0,
