Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Alessio, Steven",24y 296d,66 (41-2-23 63.64%),66 (1.00),←,
16,"Barnard, Paul",23y 199d,24 (12-0-12 50.00%),7 (0.29),13 (9-0-4 69.23%),3 (0.23)
8,"Bewick, Darren",29y 9d,164 (102-1-61 62.50%),262 (1.60),←,
34,"Blumfield, Justin",18y 280d,8 (6-0-2 75.00%),2 (0.25),←,
14,"Calthorpe, David",23y 13d,61 (35-2-24 59.02%),41 (0.67),←,
9,"Cockatoo-Collins, Che",21y 178d,51 (31-3-17 63.73%),74 (1.45),←,
22,"Doolan, Ben",23y 233d,69 (34-3-32 51.45%),10 (0.14),44 (27-2-15 63.64%),6 (0.14)
31,"Fletcher, Dustin",21y 115d,72 (47-3-22 67.36%),17 (0.24),←,
39,"Hardwick, Damien",24y 12d,47 (29-1-17 62.77%),9 (0.19),←,
1,"Harvey, Mark",31y 80d,197 (130-3-64 66.75%),169 (0.86),←,
5,"Hird, James",23y 208d,85 (51-4-30 62.35%),140 (1.65),←,
18,"Lloyd, Matthew",18y 136d,13 (8-1-4 65.38%),24 (1.85),←,
25,"Lucas, Scott",18y 244d,13 (9-0-4 69.23%),11 (0.85),←,
2,"Mercuri, Mark",22y 191d,77 (48-3-26 64.29%),113 (1.47),←,
10,"ODonnell, Gary",31y 110d,203 (125-4-74 62.56%),73 (0.36),←,
47,"Olarenshaw, Ricky",23y 211d,42 (27-1-14 65.48%),10 (0.24),←,
19,"Somerville, Peter",28y 53d,118 (74-3-41 63.98%),86 (0.73),←,
21,"Wallis, Dean",27y 3d,72 (40-1-31 56.25%),28 (0.39),←,
4,"Wanganeen, Gavin",23y 73d,124 (72-3-49 59.27%),60 (0.48),←,
6,"Wellman, Sean",21y 345d,41 (17-2-22 43.90%),9 (0.22),7 (4-1-2 64.29%),
35,"Young, Barry",26y 65d,97 (44-2-51 46.39%),55 (0.57),44 (25-2-17 59.09%),32 (0.73)
Totals,Totals,24y 24d,1644 (982-42-620 59.73%),1266 (0.77),,
C,"Sheedy, Kevin",48y 250d,375 (241-5-129 64.93%),,←,
