Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
12,"Astbury, David",25y 27d,42 (15-2-25 38.10%),8 (0.19),←,
9,"Cotchin, Trent",25y 352d,154 (77-2-75 50.65%),91 (0.59),←,
10,"Edwards, Shane",27y 151d,169 (73-5-91 44.67%),115 (0.68),←,
5,"Ellis, Brandon",22y 234d,89 (51-1-37 57.87%),34 (0.38),←,
32,"Ellis, Corey",19y 167d,7 (5-0-2 71.43%),4 (0.57),←,
24,"Griffiths, Ben",24y 189d,49 (28-0-21 57.14%),28 (0.57),←,
2,"Grimes, Dylan",24y 252d,64 (36-0-28 56.25%),2 (0.03),←,
16,"Hampson, Shaun",28y 3d,79 (40-1-38 51.27%),33 (0.42),16 (6-0-10 37.50%),1 (0.06)
14,"Houli, Bachar",27y 317d,138 (70-3-65 51.81%),33 (0.24),112 (60-2-50 54.46%),24 (0.21)
23,"Lambert, Kane",24y 119d,14 (10-0-4 71.43%),9 (0.64),←,
27,"Lloyd, Sam",26y 21d,21 (12-0-9 57.14%),25 (1.19),←,
4,"Martin, Dustin",24y 272d,132 (65-2-65 50.00%),141 (1.07),←,
33,"McIntosh, Kamdyn",21y 356d,24 (16-0-8 66.67%),8 (0.33),←,
37,"Menadue, Connor",19y 187d,6 (5-0-1 83.33%),3 (0.50),←,
26,"Miles, Anthony",24y 25d,47 (26-0-21 55.32%),14 (0.30),37 (25-0-12 67.57%),13 (0.35)
38,"Morris, Steven",27y 84d,79 (44-1-34 56.33%),11 (0.14),←,
18,"Rance, Alex",26y 167d,131 (61-2-68 47.33%),8 (0.06),←,
8,"Riewoldt, Jack",27y 145d,181 (82-4-95 46.41%),437 (2.41),←,
17,"Rioli, Daniel",18y 343d,1 (1-0-0 100.00%),,←,
21,"Townsend, Jacob",22y 278d,29 (5-0-24 17.24%),4 (0.14),1 (1-0-0 100.00%),
29,"Vickery, Ty",25y 298d,103 (50-2-51 49.51%),135 (1.31),←,
1,"Vlastuin, Nick",21y 340d,62 (37-0-25 59.68%),15 (0.24),←,
Totals,Totals,24y 147d,1621 (809-25-787 49.91%),1158 (0.71),,
C,"Hardwick, Damien",43y 219d,136 (67-2-67 50.00%),,←,
