Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
2,"Bellchambers, Tom",31y 44d,136 (60-3-73 45.22%),77 (0.57),←,
37,"Clarke, Dylan",21y 351d,15 (8-1-6 56.67%),1 (0.07),←,
38,"Draper, Sam",21y 329d,4 (0-0-4 0.00%),1 (0.25),←,
10,"Francis, Aaron",23y 12d,35 (16-1-18 47.14%),6 (0.17),←,
8,"Gleeson, Martin",25y 363d,86 (30-2-54 36.05%),5 (0.06),←,
35,"Guelfi, Matt",23y 8d,38 (21-1-16 56.58%),8 (0.21),←,
33,"Ham, Brayden",21y 119d,12 (5-0-7 41.67%),3 (0.25),←,
18,"Hurley, Michael",30y 82d,190 (90-3-97 48.16%),108 (0.57),←,
4,"Langford, Kyle",23y 265d,76 (31-1-44 41.45%),53 (0.70),←,
43,"McDonald-Tipungwuti, Anthony",27y 122d,101 (44-1-56 44.06%),113 (1.12),←,
1,"McGrath, Andrew",22y 81d,76 (39-1-36 51.97%),15 (0.20),←,
7,"Merrett, Zach",24y 324d,137 (59-2-76 43.80%),46 (0.34),←,
22,"Mosquito, Irving",19y 364d,1 (0-0-1 0.00%),2 (2.00),←,
3,"Parish, Darcy",23y 28d,88 (37-1-50 42.61%),36 (0.41),←,
27,"Redman, Mason",22y 362d,35 (17-1-17 50.00%),1 (0.03),←,
14,"Ridley, Jordan",21y 307d,21 (10-1-10 50.00%),,←,
42,"Saad, Adam",26y 30d,104 (42-2-60 41.35%),8 (0.08),56 (29-1-26 52.68%),5 (0.09)
9,"Shiel, Dylan",27y 166d,167 (74-4-89 45.51%),75 (0.45),32 (15-1-16 48.44%),11 (0.34)
5,"Smith, Devon",27y 94d,149 (57-3-89 39.26%),126 (0.85),40 (19-1-20 48.75%),26 (0.65)
40,"Snelling, Will",23y 16d,17 (8-1-8 50.00%),11 (0.65),16 (7-1-8 46.88%),10 (0.63)
17,"Stewart, James",26y 171d,50 (21-1-28 43.00%),60 (1.20),32 (13-1-18 42.19%),42 (1.31)
25,"Stringer, Jake",26y 119d,133 (71-0-62 53.38%),234 (1.76),44 (23-0-21 52.27%),74 (1.68)
Totals,Totals,24y 221d,1671 (740-30-901 44.28%),989 (0.59),,
C,"Worsfold, John",51y 332d,383 (193-3-187 50.78%),,102 (44-1-57 43.63%),
