Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Aleer, Leek",3,3,3,6,,,,,1.0,,,1.0,,1.0,,,7.0,,,1.0,,,47.0
7,"Ash, Lachie",23,4,7,30,,,,2.0,11.0,2.0,3.0,6.0,2.0,,,9.0,13.0,,,6.0,2.0,,88.0
14,"Bedford, Toby",4,1,9,13,,,,6.0,,4.0,4.0,2.0,4.0,1.0,,7.0,6.0,,,,,1.0,91.0
46,"Brown, Callum",9,5,4,13,,,,5.0,,4.0,,4.0,1.0,,,6.0,7.0,,,1.0,,1.0,87.0
44,"Buckley, Jack",17,12,7,24,,,,2.0,3.0,2.0,,2.0,2.0,1.0,,8.0,15.0,1.0,,5.0,,,100.0
5,"Cadman, Aaron",6,5,4,10,1,1.0,,4.0,,2.0,,4.0,,1.0,,5.0,5.0,2.0,3.0,1.0,,,83.0
16 ↑,"Daniels, Brent",5,1,9,14,,,,5.0,,3.0,4.0,3.0,1.0,1.0,,10.0,6.0,,,2.0,,,42.0
37,"Fonti, Joe",8,4,6,14,,,,6.0,2.0,2.0,,4.0,2.0,,,4.0,11.0,,,,2.0,,68.0
12,"Green, Tom",16,5,15,31,,,,4.0,1.0,7.0,11.0,2.0,,,,17.0,14.0,,,2.0,,,82.0
4 ↓,"Greene, Toby",3,1,,3,,,,2.0,,1.0,1.0,2.0,,,,2.0,1.0,,,,,,42.0
27,"Himmelberg, Harry",12,7,4,16,,,,1.0,4.0,,,1.0,3.0,,,7.0,8.0,1.0,,8.0,1.0,,82.0
23,"Hogan, Jesse",6,,3,9,2,1.0,,5.0,,,,2.0,,,,5.0,3.0,,,3.0,,1.0,90.0
39,"Idun, Connor",10,5,9,19,,,,1.0,3.0,1.0,,,,,,3.0,16.0,,,1.0,,,93.0
2,"Jones, Darcy",5,2,4,9,1,,,4.0,,2.0,1.0,2.0,1.0,,,2.0,6.0,,1.0,1.0,,,89.0
22,"Kelly, Josh",10,2,7,17,,2.0,,5.0,3.0,5.0,3.0,5.0,1.0,1.0,,6.0,11.0,,,,,,85.0
41,"Madden, Nick",5,2,10,15,,,26.0,4.0,1.0,2.0,4.0,6.0,6.0,3.0,,11.0,7.0,,,2.0,,,60.0
31,"McMullin, Toby",5,1,1,6,,,,3.0,,2.0,,2.0,1.0,,,,7.0,,,1.0,,1.0,89.0
33,"OHalloran, Xavier",9,3,5,14,,,,4.0,1.0,2.0,3.0,6.0,,4.0,,5.0,9.0,,1.0,1.0,,,75.0
26,"Riccardi, Jake",12,4,4,16,2,,7.0,2.0,1.0,2.0,6.0,5.0,4.0,2.0,,9.0,8.0,,2.0,1.0,,,67.0
15,"Taylor, Sam",10,9,9,19,,,,2.0,7.0,1.0,,,1.0,,,12.0,6.0,4.0,,12.0,,,100.0
1,"Thomas, Harvey",4,4,5,9,1,,,3.0,,2.0,1.0,1.0,,,,4.0,4.0,2.0,1.0,1.0,,,83.0
10,"Wehr, Jacob",10,2,4,14,,,,3.0,1.0,2.0,2.0,3.0,,,,6.0,8.0,,,1.0,,,80.0
6,"Whitfield, Lachie",14,6,10,24,,1.0,,2.0,3.0,1.0,2.0,4.0,,1.0,,6.0,14.0,,,,1.0,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,88,139,345,7,8.0,33.0,75.0,42.0,49.0,45.0,67.0,29.0,16.0,,144.0,192.0,10.0,8.0,50.0,6.0,4.0,
Opposition,Opposition,208,90,135,343,9,12.0,38.0,64.0,41.0,51.0,45.0,65.0,16.0,29.0,6.0,135.0,200.0,8.0,11.0,37.0,5.0,4.0,
