Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
6,"Barnes, John",28y 300d,127 (73-2-52 58.27%),59 (0.46),115 (67-1-47 58.70%),47 (0.41)
9,"Bizzell, Clint",21y 273d,5 (1-0-4 20.00%),1 (0.20),←,
8,"Burns, Ronnie",25y 15d,46 (27-1-18 59.78%),83 (1.80),←,
33,"Corrigan, Paul",20y 241d,16 (9-0-7 56.25%),2 (0.13),←,
7,"Graham, Ben",24y 146d,74 (49-0-25 66.22%),6 (0.08),←,
19,"Hall, Derek",27y 119d,54 (35-1-18 65.74%),59 (1.09),52 (33-1-18 64.42%),56 (1.08)
22,"Hargreaves, Tim",22y 302d,54 (23-1-30 43.52%),68 (1.26),12 (6-0-6 50.00%),11 (0.92)
32,"Hocking, Garry",29y 171d,208 (122-2-84 59.13%),199 (0.96),←,
3,"Houlihan, Adam",19y 356d,15 (10-0-5 66.67%),15 (1.00),←,
13,"Kilpatrick, Glenn",25y 211d,62 (35-0-27 56.45%),8 (0.13),36 (21-0-15 58.33%),4 (0.11)
1,"King, Steven",19y 126d,36 (19-0-17 52.78%),11 (0.31),←,
29,"Lowther, Daniel",20y 343d,4 (2-0-2 50.00%),,←,
21,"Mansfield, Michael",26y 232d,142 (85-1-56 60.21%),81 (0.57),←,
17,"McGrath, Tim",27y 172d,146 (93-1-52 64.04%),12 (0.08),139 (89-1-49 64.39%),12 (0.09)
28,"McKinnon, Martin",22y 266d,69 (36-1-32 52.90%),39 (0.57),44 (26-1-17 60.23%),32 (0.73)
39,"Milburn, Darren",20y 347d,11 (4-0-7 36.36%),6 (0.55),←,
15,"Riccardi, Peter",25y 101d,126 (80-1-45 63.89%),124 (0.98),←,
27,"Sanderson, Brenton",24y 29d,66 (38-1-27 58.33%),18 (0.27),56 (36-1-19 65.18%),13 (0.23)
37,"Simpson, Sean",27y 346d,108 (64-1-43 59.72%),17 (0.16),101 (63-1-37 62.87%),16 (0.16)
4,"Snell, Jason",20y 244d,14 (8-0-6 57.14%),17 (1.21),←,
14,"Spinks, Brett",24y 141d,22 (12-0-10 54.55%),18 (0.82),1 (0-0-1 0.00%),4 (4.00)
26,"Stoneham, Barry",30y 47d,195 (114-2-79 58.97%),167 (0.86),←,
Totals,Totals,24y 139d,1600 (939-15-646 58.69%),1010 (0.63),,
C,"Ayres, Gary",37y 181d,73 (46-1-26 63.70%),,←,
