Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
14,"Birchall, Grant",27y 115d,201 (134-1-66 66.92%),28 (0.14),←,
22,"Breust, Luke",24y 193d,99 (79-0-20 79.80%),191 (1.93),←,
9,"Burgoyne, Shaun",32y 214d,277 (188-1-88 68.05%),236 (0.85),120 (91-1-28 76.25%),65 (0.54)
18,"Ceglar, Jonathon",24y 98d,25 (18-0-7 72.00%),13 (0.52),←,
12,"Frawley, James",26y 245d,143 (36-1-106 25.52%),18 (0.13),4 (2-0-2 50.00%),
6,"Gibson, Josh",31y 71d,172 (108-2-62 63.37%),2 (0.01),107 (79-1-27 74.30%),
19,"Gunston, Jack",23y 219d,87 (62-0-25 71.26%),180 (2.07),73 (57-0-16 78.08%),160 (2.19)
20,"Hale, David",31y 1d,221 (128-2-91 58.37%),206 (0.93),92 (72-0-20 78.26%),87 (0.95)
40,"Hartung, Billy",20y 119d,13 (8-0-5 61.54%),8 (0.62),←,
10,"Hill, Bradley",21y 318d,58 (46-0-12 79.31%),35 (0.60),←,
17,"Lake, Brian",33y 85d,234 (120-2-112 51.71%),34 (0.15),37 (30-0-7 81.08%),2 (0.05)
29,"Langford, Will",22y 324d,28 (20-0-8 71.43%),12 (0.43),←,
3,"Lewis, Jordan",29y 29d,223 (138-1-84 62.11%),125 (0.56),←,
5,"Mitchell, Sam",32y 223d,268 (160-1-107 59.89%),66 (0.25),←,
28,"Puopolo, Paul",27y 172d,95 (75-0-20 78.95%),80 (0.84),←,
33,"Rioli, Cyril",25y 313d,141 (96-1-44 68.44%),190 (1.35),←,
2,"Roughead, Jarryd",28y 120d,215 (137-1-77 63.95%),461 (2.14),←,
25,"Schoenmakers, Ryan",24y 196d,83 (51-0-32 61.45%),17 (0.20),←,
26,"Shiels, Liam",24y 24d,107 (79-0-28 73.83%),31 (0.29),←,
16,"Smith, Isaac",26y 144d,93 (74-0-19 79.57%),85 (0.91),←,
24,"Stratton, Ben",26y 83d,100 (70-1-29 70.50%),1 (0.01),←,
4,"Suckling, Matt",26y 302d,85 (60-0-25 70.59%),37 (0.44),←,
Totals,Totals,26y 313d,2968 (1887-14-1067 63.58%),2056 (0.69),,
C,"Clarkson, Alastair",47y 26d,241 (148-1-92 61.62%),,←,
