North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
13,"Adams, Leigh",25y 104d,78 (38-1-39 49.36%),56 (0.72),←,
18,"Atley, Shaun",20y 309d,55 (27-0-28 49.09%),7 (0.13),←,
3,"Bastinac, Ryan",22y 27d,73 (38-0-35 52.05%),31 (0.42),←,
35,"Black, Aaron",22y 232d,16 (8-0-8 50.00%),28 (1.75),←,
10,"Cunnington, Ben",22y 19d,68 (33-0-35 48.53%),25 (0.37),←,
43,"Gibson, Sam",27y 53d,29 (16-0-13 55.17%),13 (0.45),←,
22,"Goldstein, Todd",25y 18d,95 (47-1-47 50.00%),42 (0.44),←,
17,"Grima, Nathan",27y 348d,70 (35-1-34 50.71%),,←,
6,"Hansen, Lachlan",24y 336d,93 (44-1-48 47.85%),74 (0.80),←,
29,"Harvey, Brent",35y 66d,356 (191-3-162 54.07%),426 (1.20),←,
26,"Hine, Taylor",21y 176d,20 (7-0-13 35.00%),1 (0.05),11 (5-0-6 45.45%),
34,"Macmillan, Jamie",21y 299d,52 (28-0-24 53.85%),21 (0.40),←,
2,"McKenzie, Brad",20y 51d,7 (2-0-5 28.57%),1 (0.14),←,
42,"McMahon, Scott",27y 47d,117 (59-1-57 50.85%),27 (0.23),←,
41,"Mullett, Aaron",21y 146d,25 (12-0-13 48.00%),12 (0.48),←,
20,"Petrie, Drew",30y 277d,238 (113-3-122 48.11%),301 (1.26),←,
9,"Swallow, Andrew",26y 47d,145 (67-1-77 46.55%),67 (0.46),←,
25,"Tarrant, Robbie",24y 85d,32 (15-0-17 46.88%),37 (1.16),←,
12,"Thomas, Lindsay",25y 141d,124 (56-2-66 45.97%),196 (1.58),←,
16,"Thompson, Scott",27y 71d,109 (47-2-60 44.04%),5 (0.05),←,
8,"Wells, Daniel",28y 166d,206 (103-2-101 50.49%),126 (0.61),←,
7,"Ziebell, Jack",22y 141d,75 (34-0-41 45.33%),31 (0.41),←,
Totals,Totals,24y 359d,2083 (1020-18-1045 48.97%),1527 (0.73),,
C,"Scott, Brad",37y 77d,83 (41-0-42 49.40%),,←,
