Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Amon, Karl",6,3,7,13,,,,9.0,1.0,,,1.0,,1.0,,2.0,11.0,,,3.0,,,75.0
1,"Boak, Travis",10,1,16,26,,,,2.0,1.0,4.0,4.0,5.0,,1.0,,13.0,12.0,,,1.0,,1.0,69.0
5,"Broadbent, Matthew",12,2,8,20,,,,7.0,3.0,4.0,,2.0,1.0,1.0,,7.0,13.0,,,2.0,2.0,,78.0
33,"Byrne-Jones, Darcy",7,2,5,12,,,,3.0,3.0,1.0,,,,,,5.0,7.0,,,3.0,,,69.0
22,"Dixon, Charlie",11,9,9,20,2,1.0,,,,5.0,,2.0,,,,8.0,11.0,2.0,3.0,4.0,,,97.0
7,"Ebert, Brad",7,4,15,22,1,,,7.0,,,2.0,6.0,,1.0,,9.0,13.0,,2.0,2.0,,,84.0
9,"Gray, Robbie",11,1,17,28,,1.0,,10.0,2.0,4.0,8.0,3.0,3.0,1.0,1.0,16.0,15.0,,,1.0,1.0,,87.0
8,"Hartlett, Hamish",9,4,6,15,1,,,3.0,,4.0,2.0,2.0,1.0,2.0,,2.0,14.0,,2.0,,,,50.0
36,"Hombsch, Jack",6,4,6,12,,,,,5.0,,,2.0,1.0,2.0,,8.0,4.0,3.0,,7.0,,,95.0
24,"Impey, Jarman",8,2,,8,,2.0,,1.0,,,,2.0,1.0,1.0,,3.0,4.0,1.0,,,2.0,,75.0
42,"Jonas, Tom",10,6,3,13,,,,,5.0,,,2.0,,1.0,,5.0,9.0,1.0,,7.0,,,92.0
48,"Krakouer, Nathan",17,2,4,21,,,,2.0,5.0,5.0,1.0,7.0,2.0,,,9.0,13.0,,,1.0,,,77.0
3,"Neade, Jake",7,5,6,13,,,,3.0,1.0,5.0,1.0,1.0,1.0,1.0,,4.0,11.0,,,4.0,,2.0,73.0
13,"OShea, Cameron",8,8,6,14,,,,3.0,2.0,1.0,,2.0,,1.0,,2.0,12.0,,,8.0,,1.0,91.0
29,"Pittard, Jasper",18,4,3,21,,,,5.0,4.0,5.0,1.0,3.0,1.0,1.0,,6.0,14.0,1.0,,2.0,,,90.0
21,"Polec, Jared",9,4,15,24,1,,,8.0,2.0,2.0,3.0,3.0,2.0,2.0,,9.0,16.0,,1.0,2.0,1.0,1.0,92.0
14,"Stewart, Paul",9,5,6,15,,,,3.0,1.0,1.0,1.0,2.0,1.0,1.0,,7.0,8.0,,,7.0,,,84.0
12,"Trengove, Jackson",6,,9,15,,,13.0,11.0,,1.0,6.0,5.0,2.0,4.0,,10.0,5.0,,,3.0,,,81.0
39,"Westhoff, Justin",9,5,6,15,1,,1.0,8.0,,3.0,1.0,4.0,1.0,1.0,,4.0,11.0,1.0,,2.0,,1.0,88.0
16,"Wines, Ollie",9,4,15,24,,1.0,1.0,4.0,1.0,2.0,4.0,6.0,1.0,3.0,,10.0,14.0,1.0,1.0,1.0,,,81.0
20,"Wingard, Chad",12,5,8,20,3,1.0,,3.0,,6.0,1.0,3.0,,,,10.0,9.0,2.0,1.0,1.0,1.0,3.0,91.0
40,"Young, Aaron",13,6,8,21,4,1.0,,6.0,,2.0,1.0,2.0,2.0,,,9.0,12.0,,3.0,3.0,,1.0,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,214,86,178,392,13,8.0,15.0,98.0,36.0,55.0,36.0,65.0,20.0,25.0,1.0,158.0,238.0,12.0,13.0,64.0,7.0,10.0,
Opposition,Opposition,195,68,148,343,14,10.0,71.0,75.0,34.0,61.0,45.0,52.0,25.0,20.0,5.0,163.0,188.0,7.0,10.0,58.0,1.0,10.0,
