Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
44,"Bock, Nathan",24y 109d,55 (32-0-23 58.18%),45 (0.82),←,
24,"Burton, Brett",29y 64d,142 (78-0-64 54.93%),190 (1.34),←,
11,"Doughty, Michael",27y 336d,114 (72-0-42 63.16%),30 (0.26),←,
9,"Edwards, Tyson",30y 335d,257 (141-0-116 54.86%),159 (0.62),←,
36,"Goodwin, Simon",30y 193d,206 (119-0-87 57.77%),117 (0.57),←,
13,"Hudson, Ben",28y 133d,47 (28-0-19 59.57%),6 (0.13),←,
18,"Johncock, Graham",24y 259d,117 (68-0-49 58.12%),80 (0.68),←,
21,"Knights, Chris",20y 285d,26 (18-0-8 69.23%),5 (0.19),←,
20,"Maric, Ivan",21y 184d,9 (8-0-1 88.89%),3 (0.33),←,
3,"Massie, Kris",27y 38d,110 (65-0-45 59.09%),21 (0.19),67 (39-0-28 58.21%),9 (0.13)
16,"McGregor, Ken",26y 159d,140 (78-0-62 55.71%),101 (0.72),←,
23,"McLeod, Andrew",30y 337d,274 (149-0-125 54.38%),241 (0.88),←,
40,"Porplyzia, Jason",22y 222d,20 (13-0-7 65.00%),17 (0.85),←,
33,"Reilly, Brent",23y 237d,77 (49-0-28 63.64%),35 (0.45),←,
32,"Ricciuto, Mark",32y 29d,308 (160-1-147 52.11%),287 (0.93),←,
25,"Rutten, Ben",24y 40d,74 (49-0-25 66.22%),5 (0.07),←,
12,"Shirley, Robert",27y 28d,111 (64-0-47 57.66%),22 (0.20),←,
27,"Stevens, Scott",25y 173d,70 (34-1-35 49.29%),48 (0.69),45 (24-0-21 53.33%),31 (0.69)
5,"Thompson, Scott",24y 115d,100 (60-0-40 60.00%),76 (0.76),61 (42-0-19 68.85%),59 (0.97)
15,"Torney, Jason",30y 21d,186 (101-1-84 54.57%),29 (0.16),68 (42-0-26 61.76%),13 (0.19)
7,"van Berlo, Nathan",21y 31d,44 (29-0-15 65.91%),12 (0.27),←,
17,"Welsh, Scott",28y 212d,157 (92-0-65 58.60%),282 (1.80),121 (66-0-55 54.55%),252 (2.08)
Totals,Totals,26y 161d,2644 (1507-3-1134 57.00%),1811 (0.68),,
C,"Craig, Neil",51y 177d,72 (47-0-25 65.28%),,←,
